Algorithm,swapRate,SortedRatio,ExecutionTime
Q,0.007449,0.985302,59
R,0.007449,0.985302,22
I,0.007450,0.985318,8221
H,0.007450,0.985318,52
M,0.007450,0.985318,29
Q,0.007450,0.985318,59
R,0.007450,0.985318,22
I,0.007451,0.985310,8149
H,0.007451,0.985310,51
M,0.007451,0.985310,29
Q,0.007451,0.985310,65
R,0.007451,0.985310,23
I,0.007452,0.985312,8488
H,0.007452,0.985312,52
M,0.007452,0.985312,29
Q,0.007452,0.985312,58
R,0.007452,0.985312,21
I,0.007453,0.985308,8392
H,0.007453,0.985308,52
M,0.007453,0.985308,29
Q,0.007453,0.985308,59
R,0.007453,0.985308,21
I,0.007454,0.985311,8368
H,0.007454,0.985311,51
M,0.007454,0.985311,29
Q,0.007454,0.985311,56
R,0.007454,0.985311,23
I,0.007455,0.985318,8114
H,0.007455,0.985318,52
M,0.007455,0.985318,29
Q,0.007455,0.985318,60
R,0.007455,0.985318,22
I,0.007456,0.985308,8232
H,0.007456,0.985308,52
M,0.007456,0.985308,30
Q,0.007456,0.985308,57
R,0.007456,0.985308,22
I,0.007457,0.985327,8351
H,0.007457,0.985327,52
M,0.007457,0.985327,29
Q,0.007457,0.985327,57
R,0.007457,0.985327,23
I,0.007458,0.985301,8435
H,0.007458,0.985301,51
M,0.007458,0.985301,29
Q,0.007458,0.985301,56
R,0.007458,0.985301,21
I,0.007459,0.985304,8337
H,0.007459,0.985304,52
M,0.007459,0.985304,30
Q,0.007459,0.985304,68
R,0.007459,0.985304,22
I,0.007460,0.985301,8239
H,0.007460,0.985301,51
M,0.007460,0.985301,29
Q,0.007460,0.985301,61
R,0.007460,0.985301,23
I,0.007461,0.985287,8247
H,0.007461,0.985287,51
M,0.007461,0.985287,29
Q,0.007461,0.985287,59
R,0.007461,0.985287,22
I,0.007462,0.985313,8225
H,0.007462,0.985313,52
M,0.007462,0.985313,30
Q,0.007462,0.985313,59
R,0.007462,0.985313,22
I,0.007463,0.985297,8239
H,0.007463,0.985297,52
M,0.007463,0.985297,29
Q,0.007463,0.985297,58
R,0.007463,0.985297,23
I,0.007464,0.985310,8390
H,0.007464,0.985310,51
M,0.007464,0.985310,29
Q,0.007464,0.985310,58
R,0.007464,0.985310,21
I,0.007465,0.985287,8161
H,0.007465,0.985287,53
M,0.007465,0.985287,29
Q,0.007465,0.985287,58
R,0.007465,0.985287,21
I,0.007466,0.985290,8214
H,0.007466,0.985290,51
M,0.007466,0.985290,29
Q,0.007466,0.985290,57
R,0.007466,0.985290,23
I,0.007467,0.985302,8350
H,0.007467,0.985302,52
M,0.007467,0.985302,29
Q,0.007467,0.985302,58
R,0.007467,0.985302,21
I,0.007468,0.985286,8355
H,0.007468,0.985286,53
M,0.007468,0.985286,29
Q,0.007468,0.985286,58
R,0.007468,0.985286,22
I,0.007469,0.985271,8397
H,0.007469,0.985271,51
M,0.007469,0.985271,29
Q,0.007469,0.985271,58
R,0.007469,0.985271,23
I,0.007470,0.985294,8366
H,0.007470,0.985294,52
M,0.007470,0.985294,30
Q,0.007470,0.985294,59
R,0.007470,0.985294,22
I,0.007471,0.985250,8312
H,0.007471,0.985250,53
M,0.007471,0.985250,30
Q,0.007471,0.985250,59
R,0.007471,0.985250,22
I,0.007472,0.985276,8327
H,0.007472,0.985276,52
M,0.007472,0.985276,29
Q,0.007472,0.985276,58
R,0.007472,0.985276,22
I,0.007473,0.985281,8275
H,0.007473,0.985281,51
M,0.007473,0.985281,29
Q,0.007473,0.985281,59
R,0.007473,0.985281,21
I,0.007474,0.985261,8322
H,0.007474,0.985261,52
M,0.007474,0.985261,30
Q,0.007474,0.985261,60
R,0.007474,0.985261,22
I,0.007475,0.985307,8284
H,0.007475,0.985307,52
M,0.007475,0.985307,29
Q,0.007475,0.985307,56
R,0.007475,0.985307,22
I,0.007476,0.985280,8276
H,0.007476,0.985280,52
M,0.007476,0.985280,29
Q,0.007476,0.985280,58
R,0.007476,0.985280,22
I,0.007477,0.985256,8341
H,0.007477,0.985256,53
M,0.007477,0.985256,29
Q,0.007477,0.985256,67
R,0.007477,0.985256,22
I,0.007478,0.985255,8266
H,0.007478,0.985255,53
M,0.007478,0.985255,30
Q,0.007478,0.985255,63
R,0.007478,0.985255,23
I,0.007479,0.985268,8401
H,0.007479,0.985268,52
M,0.007479,0.985268,29
Q,0.007479,0.985268,58
R,0.007479,0.985268,22
I,0.007480,0.985275,8379
H,0.007480,0.985275,53
M,0.007480,0.985275,29
Q,0.007480,0.985275,57
R,0.007480,0.985275,21
I,0.007481,0.985260,8336
H,0.007481,0.985260,52
M,0.007481,0.985260,29
Q,0.007481,0.985260,58
R,0.007481,0.985260,23
I,0.007482,0.985259,8280
H,0.007482,0.985259,52
M,0.007482,0.985259,30
Q,0.007482,0.985259,59
R,0.007482,0.985259,22
I,0.007483,0.985259,8400
H,0.007483,0.985259,53
M,0.007483,0.985259,30
Q,0.007483,0.985259,57
R,0.007483,0.985259,22
I,0.007484,0.985254,8350
H,0.007484,0.985254,53
M,0.007484,0.985254,30
Q,0.007484,0.985254,59
R,0.007484,0.985254,23
I,0.007485,0.985270,8320
H,0.007485,0.985270,52
M,0.007485,0.985270,30
Q,0.007485,0.985270,58
R,0.007485,0.985270,22
I,0.007486,0.985228,8330
H,0.007486,0.985228,53
M,0.007486,0.985228,30
Q,0.007486,0.985228,57
R,0.007486,0.985228,22
I,0.007487,0.985230,8438
H,0.007487,0.985230,53
M,0.007487,0.985230,29
Q,0.007487,0.985230,59
R,0.007487,0.985230,23
I,0.007488,0.985259,8202
H,0.007488,0.985259,51
M,0.007488,0.985259,29
Q,0.007488,0.985259,65
R,0.007488,0.985259,22
I,0.007489,0.985255,8309
H,0.007489,0.985255,52
M,0.007489,0.985255,29
Q,0.007489,0.985255,59
R,0.007489,0.985255,21
I,0.007490,0.985244,8294
H,0.007490,0.985244,51
M,0.007490,0.985244,29
Q,0.007490,0.985244,58
R,0.007490,0.985244,22
I,0.007491,0.985295,8331
H,0.007491,0.985295,51
M,0.007491,0.985295,30
Q,0.007491,0.985295,60
R,0.007491,0.985295,21
I,0.007492,0.985241,8310
H,0.007492,0.985241,52
M,0.007492,0.985241,29
Q,0.007492,0.985241,58
R,0.007492,0.985241,21
I,0.007493,0.985219,8476
H,0.007493,0.985219,52
M,0.007493,0.985219,29
Q,0.007493,0.985219,57
R,0.007493,0.985219,23
I,0.007494,0.985248,8369
H,0.007494,0.985248,51
M,0.007494,0.985248,29
Q,0.007494,0.985248,55
R,0.007494,0.985248,21
I,0.007495,0.985244,8310
H,0.007495,0.985244,53
M,0.007495,0.985244,29
Q,0.007495,0.985244,57
R,0.007495,0.985244,21
I,0.007496,0.985235,8346
H,0.007496,0.985235,52
M,0.007496,0.985235,29
Q,0.007496,0.985235,59
R,0.007496,0.985235,23
I,0.007497,0.985206,8309
H,0.007497,0.985206,51
M,0.007497,0.985206,29
Q,0.007497,0.985206,59
R,0.007497,0.985206,21
I,0.007498,0.985225,8441
H,0.007498,0.985225,53
M,0.007498,0.985225,29
Q,0.007498,0.985225,58
R,0.007498,0.985225,21
I,0.007499,0.985225,8324
H,0.007499,0.985225,51
M,0.007499,0.985225,29
Q,0.007499,0.985225,58
R,0.007499,0.985225,22
I,0.007500,0.985214,8404
H,0.007500,0.985214,51
M,0.007500,0.985214,30
Q,0.007500,0.985214,57
R,0.007500,0.985214,22
I,0.007501,0.985224,8434
H,0.007501,0.985224,52
M,0.007501,0.985224,29
Q,0.007501,0.985224,58
R,0.007501,0.985224,22
I,0.007502,0.985194,8402
H,0.007502,0.985194,51
M,0.007502,0.985194,30
Q,0.007502,0.985194,58
R,0.007502,0.985194,22
I,0.007503,0.985223,8341
H,0.007503,0.985223,51
M,0.007503,0.985223,29
Q,0.007503,0.985223,57
R,0.007503,0.985223,21
I,0.007504,0.985203,8390
H,0.007504,0.985203,52
M,0.007504,0.985203,29
Q,0.007504,0.985203,57
R,0.007504,0.985203,22
I,0.007505,0.985229,8328
H,0.007505,0.985229,51
M,0.007505,0.985229,29
Q,0.007505,0.985229,60
R,0.007505,0.985229,22
I,0.007506,0.985216,8332
H,0.007506,0.985216,51
M,0.007506,0.985216,29
Q,0.007506,0.985216,57
R,0.007506,0.985216,21
I,0.007507,0.985205,8422
H,0.007507,0.985205,53
M,0.007507,0.985205,29
Q,0.007507,0.985205,58
R,0.007507,0.985205,22
I,0.007508,0.985201,8254
H,0.007508,0.985201,51
M,0.007508,0.985201,29
Q,0.007508,0.985201,59
R,0.007508,0.985201,22
I,0.007509,0.985228,8383
H,0.007509,0.985228,51
M,0.007509,0.985228,30
Q,0.007509,0.985228,58
R,0.007509,0.985228,21
I,0.007510,0.985203,8464
H,0.007510,0.985203,53
M,0.007510,0.985203,30
Q,0.007510,0.985203,58
R,0.007510,0.985203,21
I,0.007511,0.985192,8351
H,0.007511,0.985192,51
M,0.007511,0.985192,29
Q,0.007511,0.985192,61
R,0.007511,0.985192,23
I,0.007512,0.985192,8188
H,0.007512,0.985192,51
M,0.007512,0.985192,30
Q,0.007512,0.985192,57
R,0.007512,0.985192,21
I,0.007513,0.985181,8370
H,0.007513,0.985181,52
M,0.007513,0.985181,29
Q,0.007513,0.985181,58
R,0.007513,0.985181,22
I,0.007514,0.985195,8280
H,0.007514,0.985195,51
M,0.007514,0.985195,29
Q,0.007514,0.985195,56
R,0.007514,0.985195,22
I,0.007515,0.985185,8429
H,0.007515,0.985185,51
M,0.007515,0.985185,29
Q,0.007515,0.985185,58
R,0.007515,0.985185,21
I,0.007516,0.985174,8362
H,0.007516,0.985174,52
M,0.007516,0.985174,29
Q,0.007516,0.985174,60
R,0.007516,0.985174,21
I,0.007517,0.985177,8452
H,0.007517,0.985177,52
M,0.007517,0.985177,29
Q,0.007517,0.985177,58
R,0.007517,0.985177,22
I,0.007518,0.985169,8422
H,0.007518,0.985169,51
M,0.007518,0.985169,29
Q,0.007518,0.985169,58
R,0.007518,0.985169,21
I,0.007519,0.985180,8329
H,0.007519,0.985180,52
M,0.007519,0.985180,29
Q,0.007519,0.985180,58
R,0.007519,0.985180,21
I,0.007520,0.985209,8483
H,0.007520,0.985209,52
M,0.007520,0.985209,29
Q,0.007520,0.985209,58
R,0.007520,0.985209,22
I,0.007521,0.985166,8370
H,0.007521,0.985166,51
M,0.007521,0.985166,29
Q,0.007521,0.985166,58
R,0.007521,0.985166,21
I,0.007522,0.985178,8426
H,0.007522,0.985178,51
M,0.007522,0.985178,29
Q,0.007522,0.985178,57
R,0.007522,0.985178,22
I,0.007523,0.985179,8449
H,0.007523,0.985179,51
M,0.007523,0.985179,29
Q,0.007523,0.985179,57
R,0.007523,0.985179,22
I,0.007524,0.985162,8430
H,0.007524,0.985162,51
M,0.007524,0.985162,29
Q,0.007524,0.985162,58
R,0.007524,0.985162,22
I,0.007525,0.985189,8318
H,0.007525,0.985189,52
M,0.007525,0.985189,29
Q,0.007525,0.985189,58
R,0.007525,0.985189,21
I,0.007526,0.985166,8358
H,0.007526,0.985166,52
M,0.007526,0.985166,29
Q,0.007526,0.985166,59
R,0.007526,0.985166,22
I,0.007527,0.985165,8435
H,0.007527,0.985165,51
M,0.007527,0.985165,29
Q,0.007527,0.985165,58
R,0.007527,0.985165,21
I,0.007528,0.985177,8483
H,0.007528,0.985177,53
M,0.007528,0.985177,29
Q,0.007528,0.985177,58
R,0.007528,0.985177,21
I,0.007529,0.985164,8350
H,0.007529,0.985164,51
M,0.007529,0.985164,29
Q,0.007529,0.985164,57
R,0.007529,0.985164,22
I,0.007530,0.985145,8357
H,0.007530,0.985145,51
M,0.007530,0.985145,29
Q,0.007530,0.985145,58
R,0.007530,0.985145,21
I,0.007531,0.985172,8343
H,0.007531,0.985172,52
M,0.007531,0.985172,29
Q,0.007531,0.985172,57
R,0.007531,0.985172,22
I,0.007532,0.985168,8218
H,0.007532,0.985168,51
M,0.007532,0.985168,29
Q,0.007532,0.985168,59
R,0.007532,0.985168,22
I,0.007533,0.985178,8364
H,0.007533,0.985178,51
M,0.007533,0.985178,29
Q,0.007533,0.985178,58
R,0.007533,0.985178,22
I,0.007534,0.985177,8320
H,0.007534,0.985177,52
M,0.007534,0.985177,29
Q,0.007534,0.985177,57
R,0.007534,0.985177,22
I,0.007535,0.985162,8375
H,0.007535,0.985162,51
M,0.007535,0.985162,29
Q,0.007535,0.985162,60
R,0.007535,0.985162,22
I,0.007536,0.985142,8316
H,0.007536,0.985142,51
M,0.007536,0.985142,30
Q,0.007536,0.985142,59
R,0.007536,0.985142,21
I,0.007537,0.985139,8327
H,0.007537,0.985139,52
M,0.007537,0.985139,29
Q,0.007537,0.985139,57
R,0.007537,0.985139,21
I,0.007538,0.985162,8330
H,0.007538,0.985162,51
M,0.007538,0.985162,29
Q,0.007538,0.985162,60
R,0.007538,0.985162,22
I,0.007539,0.985138,8358
H,0.007539,0.985138,51
M,0.007539,0.985138,30
Q,0.007539,0.985138,58
R,0.007539,0.985138,21
I,0.007540,0.985168,8379
H,0.007540,0.985168,53
M,0.007540,0.985168,29
Q,0.007540,0.985168,58
R,0.007540,0.985168,21
I,0.007541,0.985157,8464
H,0.007541,0.985157,51
M,0.007541,0.985157,29
Q,0.007541,0.985157,57
R,0.007541,0.985157,22
I,0.007542,0.985132,8403
H,0.007542,0.985132,51
M,0.007542,0.985132,30
Q,0.007542,0.985132,59
R,0.007542,0.985132,22
I,0.007543,0.985153,8392
H,0.007543,0.985153,51
M,0.007543,0.985153,29
Q,0.007543,0.985153,58
R,0.007543,0.985153,21
I,0.007544,0.985159,8299
H,0.007544,0.985159,51
M,0.007544,0.985159,29
Q,0.007544,0.985159,58
R,0.007544,0.985159,23
I,0.007545,0.985137,8393
H,0.007545,0.985137,51
M,0.007545,0.985137,30
Q,0.007545,0.985137,194
R,0.007545,0.985137,22
I,0.007546,0.985125,8269
H,0.007546,0.985125,52
M,0.007546,0.985125,30
Q,0.007546,0.985125,58
R,0.007546,0.985125,21
I,0.007547,0.985120,8328
H,0.007547,0.985120,51
M,0.007547,0.985120,29
Q,0.007547,0.985120,62
R,0.007547,0.985120,22
I,0.007548,0.985131,8378
H,0.007548,0.985131,51
M,0.007548,0.985131,29
Q,0.007548,0.985131,58
R,0.007548,0.985131,21
I,0.007549,0.985132,8282
H,0.007549,0.985132,53
M,0.007549,0.985132,29
Q,0.007549,0.985132,58
R,0.007549,0.985132,22
I,0.007550,0.985153,8401
H,0.007550,0.985153,52
M,0.007550,0.985153,29
Q,0.007550,0.985153,59
R,0.007550,0.985153,22
I,0.007551,0.985124,8351
H,0.007551,0.985124,51
M,0.007551,0.985124,30
Q,0.007551,0.985124,58
R,0.007551,0.985124,22
I,0.007552,0.985134,8512
H,0.007552,0.985134,53
M,0.007552,0.985134,30
Q,0.007552,0.985134,57
R,0.007552,0.985134,22
I,0.007553,0.985118,8457
H,0.007553,0.985118,51
M,0.007553,0.985118,29
Q,0.007553,0.985118,58
R,0.007553,0.985118,22
I,0.007554,0.985124,8400
H,0.007554,0.985124,51
M,0.007554,0.985124,29
Q,0.007554,0.985124,58
R,0.007554,0.985124,21
I,0.007555,0.985133,8380
H,0.007555,0.985133,52
M,0.007555,0.985133,30
Q,0.007555,0.985133,58
R,0.007555,0.985133,22
I,0.007556,0.985112,8384
H,0.007556,0.985112,51
M,0.007556,0.985112,29
Q,0.007556,0.985112,59
R,0.007556,0.985112,23
I,0.007557,0.985117,8374
H,0.007557,0.985117,52
M,0.007557,0.985117,30
Q,0.007557,0.985117,58
R,0.007557,0.985117,21
I,0.007558,0.985123,8511
H,0.007558,0.985123,52
M,0.007558,0.985123,29
Q,0.007558,0.985123,56
R,0.007558,0.985123,22
I,0.007559,0.985112,8449
H,0.007559,0.985112,52
M,0.007559,0.985112,29
Q,0.007559,0.985112,59
R,0.007559,0.985112,23
I,0.007560,0.985115,8446
H,0.007560,0.985115,51
M,0.007560,0.985115,29
Q,0.007560,0.985115,58
R,0.007560,0.985115,22
I,0.007561,0.985112,8506
H,0.007561,0.985112,52
M,0.007561,0.985112,29
Q,0.007561,0.985112,58
R,0.007561,0.985112,21
I,0.007562,0.985085,8494
H,0.007562,0.985085,51
M,0.007562,0.985085,29
Q,0.007562,0.985085,57
R,0.007562,0.985085,22
I,0.007563,0.985102,8439
H,0.007563,0.985102,51
M,0.007563,0.985102,30
Q,0.007563,0.985102,61
R,0.007563,0.985102,22
I,0.007564,0.985094,8347
H,0.007564,0.985094,51
M,0.007564,0.985094,29
Q,0.007564,0.985094,70
R,0.007564,0.985094,21
I,0.007565,0.985095,8383
H,0.007565,0.985095,51
M,0.007565,0.985095,30
Q,0.007565,0.985095,59
R,0.007565,0.985095,22
I,0.007566,0.985106,8481
H,0.007566,0.985106,51
M,0.007566,0.985106,29
Q,0.007566,0.985106,57
R,0.007566,0.985106,22
I,0.007567,0.985081,8451
H,0.007567,0.985081,52
M,0.007567,0.985081,29
Q,0.007567,0.985081,57
R,0.007567,0.985081,22
I,0.007568,0.985088,8459
H,0.007568,0.985088,51
M,0.007568,0.985088,29
Q,0.007568,0.985088,59
R,0.007568,0.985088,22
I,0.007569,0.985087,8506
H,0.007569,0.985087,51
M,0.007569,0.985087,29
Q,0.007569,0.985087,60
R,0.007569,0.985087,22
I,0.007570,0.985092,8482
H,0.007570,0.985092,52
M,0.007570,0.985092,29
Q,0.007570,0.985092,56
R,0.007570,0.985092,21
I,0.007571,0.985063,8305
H,0.007571,0.985063,51
M,0.007571,0.985063,29
Q,0.007571,0.985063,58
R,0.007571,0.985063,22
I,0.007572,0.985101,8344
H,0.007572,0.985101,51
M,0.007572,0.985101,30
Q,0.007572,0.985101,59
R,0.007572,0.985101,22
I,0.007573,0.985089,8513
H,0.007573,0.985089,52
M,0.007573,0.985089,29
Q,0.007573,0.985089,60
R,0.007573,0.985089,22
I,0.007574,0.985086,8446
H,0.007574,0.985086,51
M,0.007574,0.985086,29
Q,0.007574,0.985086,64
R,0.007574,0.985086,22
I,0.007575,0.985063,8405
H,0.007575,0.985063,52
M,0.007575,0.985063,29
Q,0.007575,0.985063,61
R,0.007575,0.985063,21
I,0.007576,0.985071,8421
H,0.007576,0.985071,52
M,0.007576,0.985071,30
Q,0.007576,0.985071,58
R,0.007576,0.985071,21
I,0.007577,0.985078,8580
H,0.007577,0.985078,51
M,0.007577,0.985078,29
Q,0.007577,0.985078,56
R,0.007577,0.985078,22
I,0.007578,0.985051,8382
H,0.007578,0.985051,52
M,0.007578,0.985051,29
Q,0.007578,0.985051,58
R,0.007578,0.985051,21
I,0.007579,0.985072,8539
H,0.007579,0.985072,52
M,0.007579,0.985072,30
Q,0.007579,0.985072,58
R,0.007579,0.985072,21
I,0.007580,0.985078,8441
H,0.007580,0.985078,52
M,0.007580,0.985078,29
Q,0.007580,0.985078,62
R,0.007580,0.985078,23
I,0.007581,0.985074,8431
H,0.007581,0.985074,51
M,0.007581,0.985074,29
Q,0.007581,0.985074,58
R,0.007581,0.985074,21
I,0.007582,0.985069,8504
H,0.007582,0.985069,52
M,0.007582,0.985069,29
Q,0.007582,0.985069,59
R,0.007582,0.985069,21
I,0.007583,0.985057,8341
H,0.007583,0.985057,51
M,0.007583,0.985057,29
Q,0.007583,0.985057,58
R,0.007583,0.985057,22
I,0.007584,0.985065,8485
H,0.007584,0.985065,51
M,0.007584,0.985065,30
Q,0.007584,0.985065,57
R,0.007584,0.985065,22
I,0.007585,0.985056,8530
H,0.007585,0.985056,52
M,0.007585,0.985056,29
Q,0.007585,0.985056,61
R,0.007585,0.985056,22
I,0.007586,0.985054,8445
H,0.007586,0.985054,52
M,0.007586,0.985054,29
Q,0.007586,0.985054,58
R,0.007586,0.985054,23
I,0.007587,0.985067,8567
H,0.007587,0.985067,52
M,0.007587,0.985067,29
Q,0.007587,0.985067,60
R,0.007587,0.985067,21
I,0.007588,0.985075,8428
H,0.007588,0.985075,52
M,0.007588,0.985075,29
Q,0.007588,0.985075,57
R,0.007588,0.985075,21
I,0.007589,0.985048,8424
H,0.007589,0.985048,51
M,0.007589,0.985048,29
Q,0.007589,0.985048,58
R,0.007589,0.985048,22
I,0.007590,0.985051,8521
H,0.007590,0.985051,51
M,0.007590,0.985051,29
Q,0.007590,0.985051,57
R,0.007590,0.985051,21
I,0.007591,0.985024,8411
H,0.007591,0.985024,51
M,0.007591,0.985024,29
Q,0.007591,0.985024,58
R,0.007591,0.985024,22
I,0.007592,0.985052,8688
H,0.007592,0.985052,51
M,0.007592,0.985052,30
Q,0.007592,0.985052,57
R,0.007592,0.985052,22
I,0.007593,0.985024,8447
H,0.007593,0.985024,52
M,0.007593,0.985024,29
Q,0.007593,0.985024,58
R,0.007593,0.985024,21
I,0.007594,0.985033,8375
H,0.007594,0.985033,52
M,0.007594,0.985033,30
Q,0.007594,0.985033,61
R,0.007594,0.985033,22
I,0.007595,0.985037,8330
H,0.007595,0.985037,51
M,0.007595,0.985037,29
Q,0.007595,0.985037,58
R,0.007595,0.985037,22
I,0.007596,0.985025,8335
H,0.007596,0.985025,52
M,0.007596,0.985025,29
Q,0.007596,0.985025,58
R,0.007596,0.985025,21
I,0.007597,0.985035,8417
H,0.007597,0.985035,52
M,0.007597,0.985035,29
Q,0.007597,0.985035,58
R,0.007597,0.985035,21
I,0.007598,0.985034,8451
H,0.007598,0.985034,51
M,0.007598,0.985034,29
Q,0.007598,0.985034,57
R,0.007598,0.985034,23
I,0.007599,0.985055,8444
H,0.007599,0.985055,51
M,0.007599,0.985055,29
Q,0.007599,0.985055,61
R,0.007599,0.985055,21
I,0.007600,0.985029,8522
H,0.007600,0.985029,52
M,0.007600,0.985029,29
Q,0.007600,0.985029,59
R,0.007600,0.985029,22
I,0.007601,0.984993,8402
H,0.007601,0.984993,51
M,0.007601,0.984993,29
Q,0.007601,0.984993,58
R,0.007601,0.984993,23
I,0.007602,0.985026,8399
H,0.007602,0.985026,51
M,0.007602,0.985026,30
Q,0.007602,0.985026,56
R,0.007602,0.985026,22
I,0.007603,0.985028,8401
H,0.007603,0.985028,52
M,0.007603,0.985028,29
Q,0.007603,0.985028,57
R,0.007603,0.985028,21
I,0.007604,0.985039,8428
H,0.007604,0.985039,51
M,0.007604,0.985039,30
Q,0.007604,0.985039,58
R,0.007604,0.985039,22
I,0.007605,0.985024,8558
H,0.007605,0.985024,52
M,0.007605,0.985024,29
Q,0.007605,0.985024,59
R,0.007605,0.985024,21
I,0.007606,0.985018,8505
H,0.007606,0.985018,52
M,0.007606,0.985018,29
Q,0.007606,0.985018,58
R,0.007606,0.985018,21
I,0.007607,0.985029,8543
H,0.007607,0.985029,51
M,0.007607,0.985029,29
Q,0.007607,0.985029,56
R,0.007607,0.985029,22
I,0.007608,0.985007,8488
H,0.007608,0.985007,51
M,0.007608,0.985007,30
Q,0.007608,0.985007,58
R,0.007608,0.985007,21
I,0.007609,0.985035,8366
H,0.007609,0.985035,52
M,0.007609,0.985035,30
Q,0.007609,0.985035,58
R,0.007609,0.985035,21
I,0.007610,0.985002,8444
H,0.007610,0.985002,51
M,0.007610,0.985002,29
Q,0.007610,0.985002,59
R,0.007610,0.985002,22
I,0.007611,0.985004,8447
H,0.007611,0.985004,51
M,0.007611,0.985004,29
Q,0.007611,0.985004,57
R,0.007611,0.985004,21
I,0.007612,0.985030,8522
H,0.007612,0.985030,52
M,0.007612,0.985030,29
Q,0.007612,0.985030,57
R,0.007612,0.985030,22
I,0.007613,0.985017,8438
H,0.007613,0.985017,51
M,0.007613,0.985017,29
Q,0.007613,0.985017,57
R,0.007613,0.985017,22
I,0.007614,0.984986,8466
H,0.007614,0.984986,51
M,0.007614,0.984986,29
Q,0.007614,0.984986,58
R,0.007614,0.984986,22
I,0.007615,0.985021,8462
H,0.007615,0.985021,52
M,0.007615,0.985021,29
Q,0.007615,0.985021,58
R,0.007615,0.985021,21
I,0.007616,0.985025,8479
H,0.007616,0.985025,52
M,0.007616,0.985025,29
Q,0.007616,0.985025,60
R,0.007616,0.985025,23
I,0.007617,0.985005,8480
H,0.007617,0.985005,51
M,0.007617,0.985005,29
Q,0.007617,0.985005,59
R,0.007617,0.985005,21
I,0.007618,0.984978,8351
H,0.007618,0.984978,52
M,0.007618,0.984978,30
Q,0.007618,0.984978,57
R,0.007618,0.984978,21
I,0.007619,0.984980,8495
H,0.007619,0.984980,51
M,0.007619,0.984980,30
Q,0.007619,0.984980,60
R,0.007619,0.984980,22
I,0.007620,0.984986,8528
H,0.007620,0.984986,51
M,0.007620,0.984986,30
Q,0.007620,0.984986,57
R,0.007620,0.984986,22
I,0.007621,0.984990,8418
H,0.007621,0.984990,52
M,0.007621,0.984990,30
Q,0.007621,0.984990,60
R,0.007621,0.984990,21
I,0.007622,0.984981,8557
H,0.007622,0.984981,51
M,0.007622,0.984981,29
Q,0.007622,0.984981,62
R,0.007622,0.984981,23
I,0.007623,0.985001,8406
H,0.007623,0.985001,51
M,0.007623,0.985001,30
Q,0.007623,0.985001,58
R,0.007623,0.985001,21
I,0.007624,0.984983,8513
H,0.007624,0.984983,52
M,0.007624,0.984983,29
Q,0.007624,0.984983,60
R,0.007624,0.984983,21
I,0.007625,0.984992,8531
H,0.007625,0.984992,51
M,0.007625,0.984992,30
Q,0.007625,0.984992,62
R,0.007625,0.984992,23
I,0.007626,0.984980,8514
H,0.007626,0.984980,51
M,0.007626,0.984980,29
Q,0.007626,0.984980,56
R,0.007626,0.984980,21
I,0.007627,0.984990,8482
H,0.007627,0.984990,52
M,0.007627,0.984990,29
Q,0.007627,0.984990,59
R,0.007627,0.984990,22
I,0.007628,0.984969,8498
H,0.007628,0.984969,51
M,0.007628,0.984969,29
Q,0.007628,0.984969,58
R,0.007628,0.984969,22
I,0.007629,0.984973,8472
H,0.007629,0.984973,51
M,0.007629,0.984973,30
Q,0.007629,0.984973,56
R,0.007629,0.984973,22
I,0.007630,0.984970,8475
H,0.007630,0.984970,52
M,0.007630,0.984970,29
Q,0.007630,0.984970,59
R,0.007630,0.984970,21
I,0.007631,0.984961,8617
H,0.007631,0.984961,52
M,0.007631,0.984961,29
Q,0.007631,0.984961,58
R,0.007631,0.984961,22
I,0.007632,0.984987,8476
H,0.007632,0.984987,51
M,0.007632,0.984987,29
Q,0.007632,0.984987,58
R,0.007632,0.984987,21
I,0.007633,0.984967,8538
H,0.007633,0.984967,51
M,0.007633,0.984967,29
Q,0.007633,0.984967,59
R,0.007633,0.984967,22
I,0.007634,0.984982,8583
H,0.007634,0.984982,51
M,0.007634,0.984982,29
Q,0.007634,0.984982,59
R,0.007634,0.984982,22
I,0.007635,0.984975,8551
H,0.007635,0.984975,51
M,0.007635,0.984975,29
Q,0.007635,0.984975,57
R,0.007635,0.984975,21
I,0.007636,0.984975,8454
H,0.007636,0.984975,52
M,0.007636,0.984975,29
Q,0.007636,0.984975,57
R,0.007636,0.984975,21
I,0.007637,0.984962,8490
H,0.007637,0.984962,51
M,0.007637,0.984962,30
Q,0.007637,0.984962,56
R,0.007637,0.984962,23
I,0.007638,0.984942,8545
H,0.007638,0.984942,51
M,0.007638,0.984942,30
Q,0.007638,0.984942,57
R,0.007638,0.984942,21
I,0.007639,0.984953,8498
H,0.007639,0.984953,52
M,0.007639,0.984953,29
Q,0.007639,0.984953,59
R,0.007639,0.984953,22
I,0.007640,0.984942,8481
