Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
Q,0.018659,0.964016,55
R,0.018659,0.964016,27
H,0.018660,0.964051,63
M,0.018660,0.964051,27
Q,0.018660,0.964051,51
R,0.018660,0.964051,27
H,0.018661,0.964021,61
M,0.018661,0.964021,28
Q,0.018661,0.964021,50
R,0.018661,0.964021,27
H,0.018662,0.963964,61
M,0.018662,0.963964,27
Q,0.018662,0.963964,48
R,0.018662,0.963964,26
H,0.018663,0.964069,63
M,0.018663,0.964069,28
Q,0.018663,0.964069,52
R,0.018663,0.964069,26
H,0.018664,0.964029,61
M,0.018664,0.964029,28
Q,0.018664,0.964029,51
R,0.018664,0.964029,28
H,0.018665,0.964124,64
M,0.018665,0.964124,29
Q,0.018665,0.964124,58
R,0.018665,0.964124,28
H,0.018666,0.964043,64
M,0.018666,0.964043,29
Q,0.018666,0.964043,53
R,0.018666,0.964043,29
H,0.018667,0.964040,68
M,0.018667,0.964040,28
Q,0.018667,0.964040,53
R,0.018667,0.964040,27
H,0.018668,0.963998,64
M,0.018668,0.963998,28
Q,0.018668,0.963998,54
R,0.018668,0.963998,27
H,0.018669,0.964005,64
M,0.018669,0.964005,27
Q,0.018669,0.964005,56
R,0.018669,0.964005,27
H,0.018670,0.964007,61
M,0.018670,0.964007,27
Q,0.018670,0.964007,49
R,0.018670,0.964007,27
H,0.018671,0.964063,68
M,0.018671,0.964063,27
Q,0.018671,0.964063,55
R,0.018671,0.964063,30
H,0.018672,0.964037,69
M,0.018672,0.964037,28
Q,0.018672,0.964037,56
R,0.018672,0.964037,27
H,0.018673,0.963945,62
M,0.018673,0.963945,27
Q,0.018673,0.963945,54
R,0.018673,0.963945,27
H,0.018674,0.964025,62
M,0.018674,0.964025,27
Q,0.018674,0.964025,49
R,0.018674,0.964025,26
H,0.018675,0.963977,64
M,0.018675,0.963977,27
Q,0.018675,0.963977,49
R,0.018675,0.963977,28
H,0.018676,0.963942,61
M,0.018676,0.963942,27
Q,0.018676,0.963942,59
R,0.018676,0.963942,29
H,0.018677,0.964043,62
M,0.018677,0.964043,36
Q,0.018677,0.964043,69
R,0.018677,0.964043,28
H,0.018678,0.964002,74
M,0.018678,0.964002,32
Q,0.018678,0.964002,60
R,0.018678,0.964002,27
H,0.018679,0.964064,68
M,0.018679,0.964064,28
Q,0.018679,0.964064,81
R,0.018679,0.964064,35
H,0.018680,0.964042,98
M,0.018680,0.964042,53
Q,0.018680,0.964042,83
R,0.018680,0.964042,37
H,0.018681,0.964003,72
M,0.018681,0.964003,29
Q,0.018681,0.964003,67
R,0.018681,0.964003,30
H,0.018682,0.964009,67
M,0.018682,0.964009,33
Q,0.018682,0.964009,62
R,0.018682,0.964009,33
H,0.018683,0.963968,69
M,0.018683,0.963968,30
Q,0.018683,0.963968,54
R,0.018683,0.963968,33
H,0.018684,0.964014,65
M,0.018684,0.964014,34
Q,0.018684,0.964014,87
R,0.018684,0.964014,36
H,0.018685,0.963989,74
M,0.018685,0.963989,29
Q,0.018685,0.963989,57
R,0.018685,0.963989,29
H,0.018686,0.963972,64
M,0.018686,0.963972,29
Q,0.018686,0.963972,58
R,0.018686,0.963972,33
H,0.018687,0.964065,66
M,0.018687,0.964065,30
Q,0.018687,0.964065,59
R,0.018687,0.964065,30
H,0.018688,0.964061,89
M,0.018688,0.964061,31
Q,0.018688,0.964061,65
R,0.018688,0.964061,28
H,0.018689,0.963961,74
M,0.018689,0.963961,35
Q,0.018689,0.963961,66
R,0.018689,0.963961,27
H,0.018690,0.963944,65
M,0.018690,0.963944,31
Q,0.018690,0.963944,69
R,0.018690,0.963944,32
H,0.018691,0.964018,65
M,0.018691,0.964018,32
Q,0.018691,0.964018,81
R,0.018691,0.964018,48
H,0.018692,0.964022,128
M,0.018692,0.964022,46
Q,0.018692,0.964022,80
R,0.018692,0.964022,60
H,0.018693,0.964018,110
M,0.018693,0.964018,37
Q,0.018693,0.964018,79
R,0.018693,0.964018,56
H,0.018694,0.964019,68
M,0.018694,0.964019,39
Q,0.018694,0.964019,76
R,0.018694,0.964019,55
H,0.018695,0.964007,86
M,0.018695,0.964007,34
Q,0.018695,0.964007,61
R,0.018695,0.964007,36
H,0.018696,0.963979,92
M,0.018696,0.963979,36
Q,0.018696,0.963979,75
R,0.018696,0.963979,36
H,0.018697,0.963988,100
M,0.018697,0.963988,44
Q,0.018697,0.963988,72
R,0.018697,0.963988,52
H,0.018698,0.963984,77
M,0.018698,0.963984,38
Q,0.018698,0.963984,68
R,0.018698,0.963984,56
H,0.018699,0.963963,150
M,0.018699,0.963963,62
Q,0.018699,0.963963,109
R,0.018699,0.963963,44
H,0.018700,0.963913,107
M,0.018700,0.963913,42
Q,0.018700,0.963913,75
R,0.018700,0.963913,45
H,0.018701,0.963975,129
M,0.018701,0.963975,42
Q,0.018701,0.963975,73
R,0.018701,0.963975,28
H,0.018702,0.964001,85
M,0.018702,0.964001,33
Q,0.018702,0.964001,66
R,0.018702,0.964001,28
H,0.018703,0.963958,67
M,0.018703,0.963958,30
Q,0.018703,0.963958,66
R,0.018703,0.963958,28
H,0.018704,0.963949,76
M,0.018704,0.963949,33
Q,0.018704,0.963949,58
R,0.018704,0.963949,36
H,0.018705,0.963936,84
M,0.018705,0.963936,37
Q,0.018705,0.963936,69
R,0.018705,0.963936,44
H,0.018706,0.963933,87
M,0.018706,0.963933,31
Q,0.018706,0.963933,49
R,0.018706,0.963933,45
H,0.018707,0.963977,79
M,0.018707,0.963977,39
Q,0.018707,0.963977,72
R,0.018707,0.963977,39
H,0.018708,0.963961,75
M,0.018708,0.963961,30
Q,0.018708,0.963961,63
R,0.018708,0.963961,34
H,0.018709,0.963953,64
M,0.018709,0.963953,33
Q,0.018709,0.963953,66
R,0.018709,0.963953,28
H,0.018710,0.963941,68
M,0.018710,0.963941,34
Q,0.018710,0.963941,63
R,0.018710,0.963941,32
H,0.018711,0.963956,75
M,0.018711,0.963956,38
Q,0.018711,0.963956,63
R,0.018711,0.963956,46
H,0.018712,0.963951,74
M,0.018712,0.963951,33
Q,0.018712,0.963951,67
R,0.018712,0.963951,29
H,0.018713,0.963933,69
M,0.018713,0.963933,36
Q,0.018713,0.963933,62
R,0.018713,0.963933,34
H,0.018714,0.963992,81
M,0.018714,0.963992,36
Q,0.018714,0.963992,68
R,0.018714,0.963992,45
H,0.018715,0.963930,66
M,0.018715,0.963930,27
Q,0.018715,0.963930,58
R,0.018715,0.963930,34
H,0.018716,0.963955,71
M,0.018716,0.963955,30
Q,0.018716,0.963955,63
R,0.018716,0.963955,41
H,0.018717,0.963884,66
M,0.018717,0.963884,33
Q,0.018717,0.963884,54
R,0.018717,0.963884,44
H,0.018718,0.963943,61
M,0.018718,0.963943,34
Q,0.018718,0.963943,69
R,0.018718,0.963943,31
H,0.018719,0.963954,72
M,0.018719,0.963954,34
Q,0.018719,0.963954,61
R,0.018719,0.963954,36
H,0.018720,0.964022,78
M,0.018720,0.964022,27
Q,0.018720,0.964022,54
R,0.018720,0.964022,28
H,0.018721,0.963870,66
M,0.018721,0.963870,35
Q,0.018721,0.963870,62
R,0.018721,0.963870,33
H,0.018722,0.963914,74
M,0.018722,0.963914,34
Q,0.018722,0.963914,66
R,0.018722,0.963914,35
H,0.018723,0.963949,77
M,0.018723,0.963949,29
Q,0.018723,0.963949,66
R,0.018723,0.963949,38
H,0.018724,0.963915,72
M,0.018724,0.963915,30
Q,0.018724,0.963915,60
R,0.018724,0.963915,36
H,0.018725,0.963886,72
M,0.018725,0.963886,30
Q,0.018725,0.963886,61
R,0.018725,0.963886,27
H,0.018726,0.963883,67
M,0.018726,0.963883,31
Q,0.018726,0.963883,62
R,0.018726,0.963883,32
H,0.018727,0.963882,80
M,0.018727,0.963882,35
Q,0.018727,0.963882,64
R,0.018727,0.963882,27
H,0.018728,0.963923,73
M,0.018728,0.963923,34
Q,0.018728,0.963923,64
R,0.018728,0.963923,29
H,0.018729,0.963917,73
M,0.018729,0.963917,27
Q,0.018729,0.963917,60
R,0.018729,0.963917,28
H,0.018730,0.963927,72
M,0.018730,0.963927,37
Q,0.018730,0.963927,58
R,0.018730,0.963927,36
H,0.018731,0.963923,79
M,0.018731,0.963923,29
Q,0.018731,0.963923,69
R,0.018731,0.963923,29
H,0.018732,0.963937,80
M,0.018732,0.963937,28
Q,0.018732,0.963937,58
R,0.018732,0.963937,28
H,0.018733,0.963910,63
M,0.018733,0.963910,29
Q,0.018733,0.963910,54
R,0.018733,0.963910,28
H,0.018734,0.963914,81
M,0.018734,0.963914,35
Q,0.018734,0.963914,62
R,0.018734,0.963914,38
H,0.018735,0.963837,77
M,0.018735,0.963837,27
Q,0.018735,0.963837,51
R,0.018735,0.963837,27
H,0.018736,0.963864,64
M,0.018736,0.963864,30
Q,0.018736,0.963864,56
R,0.018736,0.963864,35
H,0.018737,0.963966,84
M,0.018737,0.963966,43
Q,0.018737,0.963966,57
R,0.018737,0.963966,30
H,0.018738,0.963987,66
M,0.018738,0.963987,32
Q,0.018738,0.963987,52
R,0.018738,0.963987,27
H,0.018739,0.963917,76
M,0.018739,0.963917,32
Q,0.018739,0.963917,62
R,0.018739,0.963917,28
H,0.018740,0.963885,79
M,0.018740,0.963885,37
Q,0.018740,0.963885,55
R,0.018740,0.963885,27
H,0.018741,0.963859,62
M,0.018741,0.963859,28
Q,0.018741,0.963859,71
R,0.018741,0.963859,29
H,0.018742,0.963870,68
M,0.018742,0.963870,26
Q,0.018742,0.963870,60
R,0.018742,0.963870,31
H,0.018743,0.963877,64
M,0.018743,0.963877,31
Q,0.018743,0.963877,59
R,0.018743,0.963877,26
H,0.018744,0.963908,76
M,0.018744,0.963908,34
Q,0.018744,0.963908,59
R,0.018744,0.963908,28
H,0.018745,0.963798,75
M,0.018745,0.963798,33
Q,0.018745,0.963798,61
R,0.018745,0.963798,37
H,0.018746,0.963905,70
M,0.018746,0.963905,31
Q,0.018746,0.963905,59
R,0.018746,0.963905,37
H,0.018747,0.963885,76
M,0.018747,0.963885,34
Q,0.018747,0.963885,62
R,0.018747,0.963885,36
H,0.018748,0.963876,76
M,0.018748,0.963876,33
Q,0.018748,0.963876,61
R,0.018748,0.963876,32
H,0.018749,0.963824,65
M,0.018749,0.963824,31
Q,0.018749,0.963824,58
R,0.018749,0.963824,35
H,0.018750,0.963861,77
M,0.018750,0.963861,35
Q,0.018750,0.963861,62
R,0.018750,0.963861,42
H,0.018751,0.963787,75
M,0.018751,0.963787,30
Q,0.018751,0.963787,74
R,0.018751,0.963787,29
H,0.018752,0.963903,71
M,0.018752,0.963903,34
Q,0.018752,0.963903,77
R,0.018752,0.963903,28
H,0.018753,0.963847,78
M,0.018753,0.963847,41
Q,0.018753,0.963847,74
R,0.018753,0.963847,31
H,0.018754,0.963807,71
M,0.018754,0.963807,35
Q,0.018754,0.963807,67
R,0.018754,0.963807,38
H,0.018755,0.963887,69
M,0.018755,0.963887,33
Q,0.018755,0.963887,62
R,0.018755,0.963887,28
H,0.018756,0.963860,71
M,0.018756,0.963860,32
Q,0.018756,0.963860,62
R,0.018756,0.963860,31
H,0.018757,0.963794,78
M,0.018757,0.963794,34
Q,0.018757,0.963794,73
R,0.018757,0.963794,31
H,0.018758,0.963850,80
M,0.018758,0.963850,32
Q,0.018758,0.963850,61
R,0.018758,0.963850,38
H,0.018759,0.963824,68
M,0.018759,0.963824,36
Q,0.018759,0.963824,74
R,0.018759,0.963824,26
H,0.018760,0.963856,65
M,0.018760,0.963856,37
Q,0.018760,0.963856,58
R,0.018760,0.963856,33
H,0.018761,0.963840,63
M,0.018761,0.963840,29
Q,0.018761,0.963840,76
R,0.018761,0.963840,44
H,0.018762,0.963962,71
M,0.018762,0.963962,37
Q,0.018762,0.963962,72
R,0.018762,0.963962,27
H,0.018763,0.963863,71
M,0.018763,0.963863,32
Q,0.018763,0.963863,59
R,0.018763,0.963863,28
H,0.018764,0.963879,60
M,0.018764,0.963879,35
Q,0.018764,0.963879,65
R,0.018764,0.963879,41
H,0.018765,0.963827,82
M,0.018765,0.963827,33
Q,0.018765,0.963827,63
R,0.018765,0.963827,29
H,0.018766,0.963874,75
M,0.018766,0.963874,38
Q,0.018766,0.963874,62
R,0.018766,0.963874,48
H,0.018767,0.963912,73
M,0.018767,0.963912,36
Q,0.018767,0.963912,70
R,0.018767,0.963912,33
H,0.018768,0.963821,70
M,0.018768,0.963821,36
Q,0.018768,0.963821,66
R,0.018768,0.963821,26
H,0.018769,0.963830,63
M,0.018769,0.963830,33
Q,0.018769,0.963830,67
R,0.018769,0.963830,30
H,0.018770,0.963827,78
M,0.018770,0.963827,31
Q,0.018770,0.963827,68
R,0.018770,0.963827,27
H,0.018771,0.963795,78
M,0.018771,0.963795,35
Q,0.018771,0.963795,62
R,0.018771,0.963795,26
H,0.018772,0.963810,64
M,0.018772,0.963810,35
Q,0.018772,0.963810,61
R,0.018772,0.963810,37
H,0.018773,0.963844,65
M,0.018773,0.963844,36
Q,0.018773,0.963844,67
R,0.018773,0.963844,29
H,0.018774,0.963811,68
M,0.018774,0.963811,33
Q,0.018774,0.963811,60
R,0.018774,0.963811,36
H,0.018775,0.963807,73
M,0.018775,0.963807,30
Q,0.018775,0.963807,73
R,0.018775,0.963807,36
H,0.018776,0.963807,63
M,0.018776,0.963807,28
Q,0.018776,0.963807,59
R,0.018776,0.963807,28
H,0.018777,0.963859,70
M,0.018777,0.963859,31
Q,0.018777,0.963859,67
R,0.018777,0.963859,36
H,0.018778,0.963825,71
M,0.018778,0.963825,33
Q,0.018778,0.963825,70
R,0.018778,0.963825,34
H,0.018779,0.963834,84
M,0.018779,0.963834,36
Q,0.018779,0.963834,65
R,0.018779,0.963834,33
H,0.018780,0.963869,73
M,0.018780,0.963869,31
Q,0.018780,0.963869,63
R,0.018780,0.963869,29
H,0.018781,0.963827,105
M,0.018781,0.963827,52
Q,0.018781,0.963827,77
R,0.018781,0.963827,31
H,0.018782,0.963840,75
M,0.018782,0.963840,34
Q,0.018782,0.963840,60
R,0.018782,0.963840,34
H,0.018783,0.963861,75
M,0.018783,0.963861,39
Q,0.018783,0.963861,62
R,0.018783,0.963861,37
H,0.018784,0.963813,80
M,0.018784,0.963813,36
Q,0.018784,0.963813,57
R,0.018784,0.963813,33
H,0.018785,0.963763,82
M,0.018785,0.963763,32
Q,0.018785,0.963763,66
R,0.018785,0.963763,31
H,0.018786,0.963794,76
M,0.018786,0.963794,32
Q,0.018786,0.963794,69
R,0.018786,0.963794,27
H,0.018787,0.963818,77
M,0.018787,0.963818,31
Q,0.018787,0.963818,65
R,0.018787,0.963818,28
H,0.018788,0.963784,74
M,0.018788,0.963784,34
Q,0.018788,0.963784,57
R,0.018788,0.963784,26
H,0.018789,0.963789,78
M,0.018789,0.963789,33
Q,0.018789,0.963789,56
R,0.018789,0.963789,34
H,0.018790,0.963805,76
M,0.018790,0.963805,35
Q,0.018790,0.963805,62
R,0.018790,0.963805,32
H,0.018791,0.963788,70
M,0.018791,0.963788,31
Q,0.018791,0.963788,71
R,0.018791,0.963788,28
H,0.018792,0.963784,79
M,0.018792,0.963784,32
Q,0.018792,0.963784,55
R,0.018792,0.963784,29
H,0.018793,0.963794,79
M,0.018793,0.963794,33
Q,0.018793,0.963794,56
R,0.018793,0.963794,36
H,0.018794,0.963774,71
M,0.018794,0.963774,41
Q,0.018794,0.963774,66
R,0.018794,0.963774,27
H,0.018795,0.963748,72
M,0.018795,0.963748,32
Q,0.018795,0.963748,68
R,0.018795,0.963748,29
H,0.018796,0.963827,69
M,0.018796,0.963827,34
Q,0.018796,0.963827,69
R,0.018796,0.963827,31
H,0.018797,0.963762,69
M,0.018797,0.963762,38
Q,0.018797,0.963762,58
R,0.018797,0.963762,39
H,0.018798,0.963798,74
M,0.018798,0.963798,41
Q,0.018798,0.963798,61
R,0.018798,0.963798,30
H,0.018799,0.963858,70
M,0.018799,0.963858,30
Q,0.018799,0.963858,64
R,0.018799,0.963858,27
H,0.018800,0.963760,73
M,0.018800,0.963760,33
Q,0.018800,0.963760,63
R,0.018800,0.963760,36
H,0.018801,0.963778,71
M,0.018801,0.963778,32
Q,0.018801,0.963778,59
R,0.018801,0.963778,30
H,0.018802,0.963736,64
M,0.018802,0.963736,30
Q,0.018802,0.963736,66
R,0.018802,0.963736,34
H,0.018803,0.963800,76
M,0.018803,0.963800,33
Q,0.018803,0.963800,60
R,0.018803,0.963800,36
H,0.018804,0.963705,71
M,0.018804,0.963705,30
Q,0.018804,0.963705,61
R,0.018804,0.963705,33
H,0.018805,0.963773,72
M,0.018805,0.963773,30
Q,0.018805,0.963773,65
R,0.018805,0.963773,30
H,0.018806,0.963774,74
M,0.018806,0.963774,27
Q,0.018806,0.963774,66
R,0.018806,0.963774,38
H,0.018807,0.963750,86
M,0.018807,0.963750,34
Q,0.018807,0.963750,59
R,0.018807,0.963750,30
H,0.018808,0.963745,69
M,0.018808,0.963745,30
Q,0.018808,0.963745,62
R,0.018808,0.963745,31
H,0.018809,0.963762,72
M,0.018809,0.963762,29
Q,0.018809,0.963762,59
R,0.018809,0.963762,33
H,0.018810,0.963718,70
M,0.018810,0.963718,28
Q,0.018810,0.963718,74
R,0.018810,0.963718,39
H,0.018811,0.963691,78
M,0.018811,0.963691,34
Q,0.018811,0.963691,62
R,0.018811,0.963691,31
H,0.018812,0.963778,81
M,0.018812,0.963778,38
Q,0.018812,0.963778,80
R,0.018812,0.963778,31
H,0.018813,0.963770,78
M,0.018813,0.963770,31
Q,0.018813,0.963770,55
R,0.018813,0.963770,35
H,0.018814,0.963772,77
M,0.018814,0.963772,40
Q,0.018814,0.963772,66
R,0.018814,0.963772,31
H,0.018815,0.963806,66
M,0.018815,0.963806,35
Q,0.018815,0.963806,68
R,0.018815,0.963806,30
H,0.018816,0.963764,79
M,0.018816,0.963764,29
Q,0.018816,0.963764,70
R,0.018816,0.963764,27
H,0.018817,0.963757,67
M,0.018817,0.963757,29
Q,0.018817,0.963757,62
R,0.018817,0.963757,37
H,0.018818,0.963770,75
M,0.018818,0.963770,33
Q,0.018818,0.963770,69
R,0.018818,0.963770,31
H,0.018819,0.963747,68
M,0.018819,0.963747,33
Q,0.018819,0.963747,54
R,0.018819,0.963747,30
H,0.018820,0.963796,66
M,0.018820,0.963796,50
Q,0.018820,0.963796,59
R,0.018820,0.963796,31
H,0.018821,0.963772,68
M,0.018821,0.963772,28
Q,0.018821,0.963772,52
R,0.018821,0.963772,34
H,0.018822,0.963784,68
M,0.018822,0.963784,37
Q,0.018822,0.963784,78
R,0.018822,0.963784,30
H,0.018823,0.963703,64
M,0.018823,0.963703,29
Q,0.018823,0.963703,63
R,0.018823,0.963703,34
H,0.018824,0.963713,73
M,0.018824,0.963713,29
Q,0.018824,0.963713,57
R,0.018824,0.963713,36
H,0.018825,0.963776,72
M,0.018825,0.963776,30
Q,0.018825,0.963776,58
R,0.018825,0.963776,33
H,0.018826,0.963709,71
M,0.018826,0.963709,29
Q,0.018826,0.963709,61
R,0.018826,0.963709,28
H,0.018827,0.963722,74
M,0.018827,0.963722,33
Q,0.018827,0.963722,60
R,0.018827,0.963722,38
H,0.018828,0.963744,87
M,0.018828,0.963744,27
Q,0.018828,0.963744,61
R,0.018828,0.963744,33
H,0.018829,0.963679,72
M,0.018829,0.963679,34
Q,0.018829,0.963679,76
R,0.018829,0.963679,30
H,0.018830,0.963746,73
M,0.018830,0.963746,33
Q,0.018830,0.963746,52
R,0.018830,0.963746,32
H,0.018831,0.963757,71
M,0.018831,0.963757,27
Q,0.018831,0.963757,61
R,0.018831,0.963757,34
H,0.018832,0.963728,72
M,0.018832,0.963728,34
Q,0.018832,0.963728,56
R,0.018832,0.963728,34
H,0.018833,0.963687,74
M,0.018833,0.963687,32
Q,0.018833,0.963687,52
R,0.018833,0.963687,35
H,0.018834,0.963715,72
M,0.018834,0.963715,32
Q,0.018834,0.963715,61
R,0.018834,0.963715,30
H,0.018835,0.963775,71
M,0.018835,0.963775,30
Q,0.018835,0.963775,69
R,0.018835,0.963775,29
H,0.018836,0.963722,67
M,0.018836,0.963722,29
Q,0.018836,0.963722,50
R,0.018836,0.963722,26
H,0.018837,0.963691,63
M,0.018837,0.963691,27
Q,0.018837,0.963691,54
R,0.018837,0.963691,28
H,0.018838,0.963754,65
M,0.018838,0.963754,27
Q,0.018838,0.963754,54
R,0.018838,0.963754,27
H,0.018839,0.963659,68
M,0.018839,0.963659,27
Q,0.018839,0.963659,56
R,0.018839,0.963659,39
H,0.018840,0.963686,70
M,0.018840,0.963686,31
Q,0.018840,0.963686,59
R,0.018840,0.963686,31
H,0.018841,0.963712,64
M,0.018841,0.963712,32
Q,0.018841,0.963712,52
R,0.018841,0.963712,32
H,0.018842,0.963683,89
M,0.018842,0.963683,33
Q,0.018842,0.963683,67
R,0.018842,0.963683,35
H,0.018843,0.963638,85
M,0.018843,0.963638,52
Q,0.018843,0.963638,76
R,0.018843,0.963638,34
H,0.018844,0.963715,98
M,0.018844,0.963715,35
Q,0.018844,0.963715,62
R,0.018844,0.963715,38
H,0.018845,0.963752,73
M,0.018845,0.963752,32
Q,0.018845,0.963752,65
R,0.018845,0.963752,30
H,0.018846,0.963678,74
M,0.018846,0.963678,40
Q,0.018846,0.963678,66
R,0.018846,0.963678,28
H,0.018847,0.963689,69
M,0.018847,0.963689,29
Q,0.018847,0.963689,63
R,0.018847,0.963689,28
H,0.018848,0.963671,69
M,0.018848,0.963671,43
Q,0.018848,0.963671,74
R,0.018848,0.963671,29
H,0.018849,0.963670,71
M,0.018849,0.963670,32
Q,0.018849,0.963670,56
R,0.018849,0.963670,34
H,0.018850,0.963694,72
M,0.018850,0.963694,30
Q,0.018850,0.963694,52
R,0.018850,0.963694,28
H,0.018851,0.963691,78
M,0.018851,0.963691,35
Q,0.018851,0.963691,60
R,0.018851,0.963691,35
H,0.018852,0.963743,85
M,0.018852,0.963743,28
Q,0.018852,0.963743,61
R,0.018852,0.963743,30
H,0.018853,0.963681,72
M,0.018853,0.963681,31
Q,0.018853,0.963681,62
R,0.018853,0.963681,36
H,0.018854,0.963725,74
M,0.018854,0.963725,43
Q,0.018854,0.963725,57
R,0.018854,0.963725,29
H,0.018855,0.963685,81
M,0.018855,0.963685,27
Q,0.018855,0.963685,75
R,0.018855,0.963685,35
H,0.018856,0.963650,76
M,0.018856,0.963650,39
Q,0.018856,0.963650,62
R,0.018856,0.963650,30
H,0.018857,0.963683,100
M,0.018857,0.963683,58
Q,0.018857,0.963683,58
R,0.018857,0.963683,34
H,0.018858,0.963663,75
M,0.018858,0.963663,37
Q,0.018858,0.963663,53
R,0.018858,0.963663,37
H,0.018859,0.963679,80
M,0.018859,0.963679,40
Q,0.018859,0.963679,75
R,0.018859,0.963679,42
H,0.018860,0.963608,133
M,0.018860,0.963608,94
Q,0.018860,0.963608,148
R,0.018860,0.963608,68
H,0.018861,0.963702,106
M,0.018861,0.963702,76
Q,0.018861,0.963702,89
R,0.018861,0.963702,44
H,0.018862,0.963572,138
M,0.018862,0.963572,41
Q,0.018862,0.963572,61
R,0.018862,0.963572,32
H,0.018863,0.963695,73
M,0.018863,0.963695,31
Q,0.018863,0.963695,56
R,0.018863,0.963695,35
H,0.018864,0.963659,92
M,0.018864,0.963659,30
Q,0.018864,0.963659,64
R,0.018864,0.963659,28
H,0.018865,0.963652,65
M,0.018865,0.963652,29
Q,0.018865,0.963652,57
R,0.018865,0.963652,28
H,0.018866,0.963635,65
M,0.018866,0.963635,27
Q,0.018866,0.963635,67
R,0.018866,0.963635,29
H,0.018867,0.963685,65
M,0.018867,0.963685,27
Q,0.018867,0.963685,54
R,0.018867,0.963685,34
H,0.018868,0.963656,86
M,0.018868,0.963656,40
Q,0.018868,0.963656,50
R,0.018868,0.963656,30
H,0.018869,0.963611,60
M,0.018869,0.963611,27
Q,0.018869,0.963611,53
R,0.018869,0.963611,33
H,0.018870,0.963670,72
M,0.018870,0.963670,27
Q,0.018870,0.963670,55
R,0.018870,0.963670,34
H,0.018871,0.963701,65
M,0.018871,0.963701,31
Q,0.018871,0.963701,57
R,0.018871,0.963701,32
H,0.018872,0.963696,79
M,0.018872,0.963696,34
Q,0.018872,0.963696,66
R,0.018872,0.963696,39
H,0.018873,0.963684,69
M,0.018873,0.963684,32
Q,0.018873,0.963684,57
R,0.018873,0.963684,41
H,0.018874,0.963618,64
M,0.018874,0.963618,27
Q,0.018874,0.963618,57
R,0.018874,0.963618,43
H,0.018875,0.963694,83
M,0.018875,0.963694,33
Q,0.018875,0.963694,62
R,0.018875,0.963694,27
H,0.018876,0.963620,74
M,0.018876,0.963620,33
Q,0.018876,0.963620,54
R,0.018876,0.963620,39
H,0.018877,0.963630,75
M,0.018877,0.963630,37
Q,0.018877,0.963630,67
R,0.018877,0.963630,27
H,0.018878,0.963690,67
M,0.018878,0.963690,35
Q,0.018878,0.963690,59
R,0.018878,0.963690,34
H,0.018879,0.963640,76
M,0.018879,0.963640,34
Q,0.018879,0.963640,64
R,0.018879,0.963640,30
H,0.018880,0.963547,65
M,0.018880,0.963547,27
Q,0.018880,0.963547,64
R,0.018880,0.963547,41
H,0.018881,0.963539,65
M,0.018881,0.963539,35
Q,0.018881,0.963539,62
R,0.018881,0.963539,43
H,0.018882,0.963664,75
M,0.018882,0.963664,30
Q,0.018882,0.963664,60
R,0.018882,0.963664,37
H,0.018883,0.963666,76
M,0.018883,0.963666,35
Q,0.018883,0.963666,60
R,0.018883,0.963666,31
H,0.018884,0.963686,71
M,0.018884,0.963686,34
Q,0.018884,0.963686,61
R,0.018884,0.963686,37
H,0.018885,0.963580,86
M,0.018885,0.963580,35
Q,0.018885,0.963580,62
R,0.018885,0.963580,27
H,0.018886,0.963625,68
M,0.018886,0.963625,31
Q,0.018886,0.963625,63
R,0.018886,0.963625,36
H,0.018887,0.963611,69
M,0.018887,0.963611,30
Q,0.018887,0.963611,56
R,0.018887,0.963611,33
H,0.018888,0.963670,67
M,0.018888,0.963670,40
Q,0.018888,0.963670,53
R,0.018888,0.963670,26
H,0.018889,0.963630,66
M,0.018889,0.963630,28
Q,0.018889,0.963630,61
R,0.018889,0.963630,38
H,0.018890,0.963631,66
M,0.018890,0.963631,31
Q,0.018890,0.963631,63
R,0.018890,0.963631,27
H,0.018891,0.963599,76
M,0.018891,0.963599,33
Q,0.018891,0.963599,51
R,0.018891,0.963599,29
H,0.018892,0.963573,68
M,0.018892,0.963573,31
Q,0.018892,0.963573,84
R,0.018892,0.963573,70
H,0.018893,0.963598,98
M,0.018893,0.963598,43
Q,0.018893,0.963598,76
R,0.018893,0.963598,43
H,0.018894,0.963600,69
M,0.018894,0.963600,30
Q,0.018894,0.963600,54
R,0.018894,0.963600,29
H,0.018895,0.963646,66
M,0.018895,0.963646,28
Q,0.018895,0.963646,58
R,0.018895,0.963646,26
H,0.018896,0.963573,77
M,0.018896,0.963573,30
Q,0.018896,0.963573,60
R,0.018896,0.963573,35
H,0.018897,0.963657,64
M,0.018897,0.963657,28
Q,0.018897,0.963657,57
R,0.018897,0.963657,27
H,0.018898,0.963552,72
M,0.018898,0.963552,30
Q,0.018898,0.963552,54
R,0.018898,0.963552,28
H,0.018899,0.963552,66
M,0.018899,0.963552,28
Q,0.018899,0.963552,52
R,0.018899,0.963552,43
H,0.018900,0.963575,78
M,0.018900,0.963575,49
Q,0.018900,0.963575,83
R,0.018900,0.963575,35
H,0.018901,0.963557,126
M,0.018901,0.963557,49
Q,0.018901,0.963557,54
R,0.018901,0.963557,43
H,0.018902,0.963567,67
M,0.018902,0.963567,28
Q,0.018902,0.963567,70
R,0.018902,0.963567,33
H,0.018903,0.963627,66
M,0.018903,0.963627,28
Q,0.018903,0.963627,53
R,0.018903,0.963627,27
H,0.018904,0.963658,66
M,0.018904,0.963658,27
