Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
Q,0.003467,0.993110,59
R,0.003467,0.993110,26
H,0.003468,0.993105,59
M,0.003468,0.993105,24
Q,0.003468,0.993105,63
R,0.003468,0.993105,26
H,0.003469,0.993116,56
M,0.003469,0.993116,25
Q,0.003469,0.993116,73
R,0.003469,0.993116,26
H,0.003470,0.993100,57
M,0.003470,0.993100,31
Q,0.003470,0.993100,112
R,0.003470,0.993100,26
H,0.003471,0.993111,59
M,0.003471,0.993111,24
Q,0.003471,0.993111,81
R,0.003471,0.993111,27
H,0.003472,0.993103,58
M,0.003472,0.993103,24
Q,0.003472,0.993103,73
R,0.003472,0.993103,26
H,0.003473,0.993097,59
M,0.003473,0.993097,26
Q,0.003473,0.993097,55
R,0.003473,0.993097,26
H,0.003474,0.993089,59
M,0.003474,0.993089,24
Q,0.003474,0.993089,75
R,0.003474,0.993089,26
H,0.003475,0.993103,57
M,0.003475,0.993103,24
Q,0.003475,0.993103,52
R,0.003475,0.993103,26
H,0.003476,0.993102,58
M,0.003476,0.993102,24
Q,0.003476,0.993102,80
R,0.003476,0.993102,27
H,0.003477,0.993092,58
M,0.003477,0.993092,24
Q,0.003477,0.993092,77
R,0.003477,0.993092,27
H,0.003478,0.993098,56
M,0.003478,0.993098,24
Q,0.003478,0.993098,56
R,0.003478,0.993098,26
H,0.003479,0.993085,57
M,0.003479,0.993085,24
Q,0.003479,0.993085,62
R,0.003479,0.993085,26
H,0.003480,0.993086,60
M,0.003480,0.993086,24
Q,0.003480,0.993086,56
R,0.003480,0.993086,25
H,0.003481,0.993081,58
M,0.003481,0.993081,25
Q,0.003481,0.993081,51
R,0.003481,0.993081,26
H,0.003482,0.993084,57
M,0.003482,0.993084,25
Q,0.003482,0.993084,57
R,0.003482,0.993084,27
H,0.003483,0.993097,62
M,0.003483,0.993097,24
Q,0.003483,0.993097,71
R,0.003483,0.993097,26
H,0.003484,0.993070,57
M,0.003484,0.993070,24
Q,0.003484,0.993070,66
R,0.003484,0.993070,27
H,0.003485,0.993081,57
M,0.003485,0.993081,24
Q,0.003485,0.993081,93
R,0.003485,0.993081,26
H,0.003486,0.993065,59
M,0.003486,0.993065,24
Q,0.003486,0.993065,67
R,0.003486,0.993065,26
H,0.003487,0.993069,57
M,0.003487,0.993069,24
Q,0.003487,0.993069,56
R,0.003487,0.993069,26
H,0.003488,0.993079,57
M,0.003488,0.993079,25
Q,0.003488,0.993079,54
R,0.003488,0.993079,27
H,0.003489,0.993072,59
M,0.003489,0.993072,25
Q,0.003489,0.993072,71
R,0.003489,0.993072,28
H,0.003490,0.993068,59
M,0.003490,0.993068,24
Q,0.003490,0.993068,79
R,0.003490,0.993068,26
H,0.003491,0.993079,58
M,0.003491,0.993079,24
Q,0.003491,0.993079,65
R,0.003491,0.993079,27
H,0.003492,0.993070,61
M,0.003492,0.993070,24
Q,0.003492,0.993070,59
R,0.003492,0.993070,26
H,0.003493,0.993063,56
M,0.003493,0.993063,24
Q,0.003493,0.993063,85
R,0.003493,0.993063,26
H,0.003494,0.993044,57
M,0.003494,0.993044,24
Q,0.003494,0.993044,57
R,0.003494,0.993044,26
H,0.003495,0.993064,59
M,0.003495,0.993064,24
Q,0.003495,0.993064,64
R,0.003495,0.993064,26
H,0.003496,0.993053,57
M,0.003496,0.993053,23
Q,0.003496,0.993053,69
R,0.003496,0.993053,26
H,0.003497,0.993054,58
M,0.003497,0.993054,24
Q,0.003497,0.993054,77
R,0.003497,0.993054,31
H,0.003498,0.993051,59
M,0.003498,0.993051,24
Q,0.003498,0.993051,78
R,0.003498,0.993051,27
H,0.003499,0.993051,57
M,0.003499,0.993051,24
Q,0.003499,0.993051,54
R,0.003499,0.993051,26
H,0.003500,0.993062,58
M,0.003500,0.993062,24
Q,0.003500,0.993062,66
R,0.003500,0.993062,27
H,0.003501,0.993044,58
M,0.003501,0.993044,24
Q,0.003501,0.993044,61
R,0.003501,0.993044,26
H,0.003502,0.993050,60
M,0.003502,0.993050,24
Q,0.003502,0.993050,72
R,0.003502,0.993050,27
H,0.003503,0.993047,78
M,0.003503,0.993047,25
Q,0.003503,0.993047,74
R,0.003503,0.993047,27
H,0.003504,0.993034,58
M,0.003504,0.993034,24
Q,0.003504,0.993034,83
R,0.003504,0.993034,37
H,0.003505,0.993036,58
M,0.003505,0.993036,24
Q,0.003505,0.993036,82
R,0.003505,0.993036,28
H,0.003506,0.993039,57
M,0.003506,0.993039,25
Q,0.003506,0.993039,60
R,0.003506,0.993039,27
H,0.003507,0.993029,61
M,0.003507,0.993029,24
Q,0.003507,0.993029,51
R,0.003507,0.993029,27
H,0.003508,0.993026,56
M,0.003508,0.993026,25
Q,0.003508,0.993026,77
R,0.003508,0.993026,29
H,0.003509,0.993026,57
M,0.003509,0.993026,24
Q,0.003509,0.993026,75
R,0.003509,0.993026,26
H,0.003510,0.993035,57
M,0.003510,0.993035,28
Q,0.003510,0.993035,63
R,0.003510,0.993035,27
H,0.003511,0.993042,57
M,0.003511,0.993042,24
Q,0.003511,0.993042,77
R,0.003511,0.993042,26
H,0.003512,0.993014,57
M,0.003512,0.993014,24
Q,0.003512,0.993014,60
R,0.003512,0.993014,26
H,0.003513,0.993021,58
M,0.003513,0.993021,23
Q,0.003513,0.993021,76
R,0.003513,0.993021,27
H,0.003514,0.993023,57
M,0.003514,0.993023,24
Q,0.003514,0.993023,65
R,0.003514,0.993023,26
H,0.003515,0.993020,57
M,0.003515,0.993020,24
Q,0.003515,0.993020,53
R,0.003515,0.993020,27
H,0.003516,0.993013,58
M,0.003516,0.993013,25
Q,0.003516,0.993013,54
R,0.003516,0.993013,26
H,0.003517,0.993015,59
M,0.003517,0.993015,24
Q,0.003517,0.993015,82
R,0.003517,0.993015,26
H,0.003518,0.993011,57
M,0.003518,0.993011,24
Q,0.003518,0.993011,52
R,0.003518,0.993011,27
H,0.003519,0.992997,58
M,0.003519,0.992997,24
Q,0.003519,0.992997,83
R,0.003519,0.992997,26
H,0.003520,0.993009,56
M,0.003520,0.993009,25
Q,0.003520,0.993009,66
R,0.003520,0.993009,27
H,0.003521,0.993006,57
M,0.003521,0.993006,24
Q,0.003521,0.993006,87
R,0.003521,0.993006,27
H,0.003522,0.993002,61
M,0.003522,0.993002,24
Q,0.003522,0.993002,59
R,0.003522,0.993002,26
H,0.003523,0.992998,57
M,0.003523,0.992998,24
Q,0.003523,0.992998,52
R,0.003523,0.992998,26
H,0.003524,0.993003,57
M,0.003524,0.993003,24
Q,0.003524,0.993003,62
R,0.003524,0.993003,27
H,0.003525,0.993011,61
M,0.003525,0.993011,24
Q,0.003525,0.993011,76
R,0.003525,0.993011,27
H,0.003526,0.992996,56
M,0.003526,0.992996,24
Q,0.003526,0.992996,83
R,0.003526,0.992996,26
H,0.003527,0.992991,57
M,0.003527,0.992991,25
Q,0.003527,0.992991,60
R,0.003527,0.992991,27
H,0.003528,0.992986,60
M,0.003528,0.992986,24
Q,0.003528,0.992986,72
R,0.003528,0.992986,27
H,0.003529,0.992989,57
M,0.003529,0.992989,24
Q,0.003529,0.992989,72
R,0.003529,0.992989,26
H,0.003530,0.993003,57
M,0.003530,0.993003,24
Q,0.003530,0.993003,58
R,0.003530,0.993003,26
H,0.003531,0.992984,60
M,0.003531,0.992984,25
Q,0.003531,0.992984,58
R,0.003531,0.992984,26
H,0.003532,0.992981,59
M,0.003532,0.992981,24
Q,0.003532,0.992981,50
R,0.003532,0.992981,26
H,0.003533,0.992986,57
M,0.003533,0.992986,24
Q,0.003533,0.992986,55
R,0.003533,0.992986,26
H,0.003534,0.992987,61
M,0.003534,0.992987,26
Q,0.003534,0.992987,70
R,0.003534,0.992987,27
H,0.003535,0.992977,57
M,0.003535,0.992977,24
Q,0.003535,0.992977,75
R,0.003535,0.992977,26
H,0.003536,0.992982,57
M,0.003536,0.992982,24
Q,0.003536,0.992982,50
R,0.003536,0.992982,27
H,0.003537,0.992968,58
M,0.003537,0.992968,24
Q,0.003537,0.992968,70
R,0.003537,0.992968,27
H,0.003538,0.992980,57
M,0.003538,0.992980,24
Q,0.003538,0.992980,58
R,0.003538,0.992980,27
H,0.003539,0.992964,57
M,0.003539,0.992964,24
Q,0.003539,0.992964,89
R,0.003539,0.992964,28
H,0.003540,0.992978,58
M,0.003540,0.992978,24
Q,0.003540,0.992978,51
R,0.003540,0.992978,27
H,0.003541,0.992966,58
M,0.003541,0.992966,24
Q,0.003541,0.992966,56
R,0.003541,0.992966,25
H,0.003542,0.992969,56
M,0.003542,0.992969,25
Q,0.003542,0.992969,56
R,0.003542,0.992969,26
H,0.003543,0.992972,58
M,0.003543,0.992972,24
Q,0.003543,0.992972,79
R,0.003543,0.992972,26
H,0.003544,0.992965,57
M,0.003544,0.992965,24
Q,0.003544,0.992965,53
R,0.003544,0.992965,26
H,0.003545,0.992957,57
M,0.003545,0.992957,24
Q,0.003545,0.992957,67
R,0.003545,0.992957,26
H,0.003546,0.992960,57
M,0.003546,0.992960,25
Q,0.003546,0.992960,53
R,0.003546,0.992960,26
H,0.003547,0.992940,57
M,0.003547,0.992940,24
Q,0.003547,0.992940,72
R,0.003547,0.992940,26
H,0.003548,0.992956,56
M,0.003548,0.992956,24
Q,0.003548,0.992956,57
R,0.003548,0.992956,26
H,0.003549,0.992943,57
M,0.003549,0.992943,24
Q,0.003549,0.992943,53
R,0.003549,0.992943,26
H,0.003550,0.992956,58
M,0.003550,0.992956,24
Q,0.003550,0.992956,84
R,0.003550,0.992956,26
H,0.003551,0.992953,60
M,0.003551,0.992953,24
Q,0.003551,0.992953,64
R,0.003551,0.992953,26
H,0.003552,0.992942,59
M,0.003552,0.992942,24
Q,0.003552,0.992942,74
R,0.003552,0.992942,26
H,0.003553,0.992956,57
M,0.003553,0.992956,24
Q,0.003553,0.992956,66
R,0.003553,0.992956,26
H,0.003554,0.992944,57
M,0.003554,0.992944,24
Q,0.003554,0.992944,59
R,0.003554,0.992944,26
H,0.003555,0.992946,58
M,0.003555,0.992946,24
Q,0.003555,0.992946,59
R,0.003555,0.992946,26
H,0.003556,0.992933,57
M,0.003556,0.992933,24
Q,0.003556,0.992933,83
R,0.003556,0.992933,26
H,0.003557,0.992942,57
M,0.003557,0.992942,24
Q,0.003557,0.992942,82
R,0.003557,0.992942,26
H,0.003558,0.992937,58
M,0.003558,0.992937,24
Q,0.003558,0.992937,53
R,0.003558,0.992937,26
H,0.003559,0.992932,57
M,0.003559,0.992932,24
Q,0.003559,0.992932,53
R,0.003559,0.992932,26
H,0.003560,0.992933,57
M,0.003560,0.992933,24
Q,0.003560,0.992933,76
R,0.003560,0.992933,27
H,0.003561,0.992930,58
M,0.003561,0.992930,24
Q,0.003561,0.992930,90
R,0.003561,0.992930,26
H,0.003562,0.992921,58
M,0.003562,0.992921,24
Q,0.003562,0.992921,64
R,0.003562,0.992921,27
H,0.003563,0.992926,60
M,0.003563,0.992926,29
Q,0.003563,0.992926,68
R,0.003563,0.992926,27
H,0.003564,0.992918,59
M,0.003564,0.992918,24
Q,0.003564,0.992918,61
R,0.003564,0.992918,29
H,0.003565,0.992915,57
M,0.003565,0.992915,24
Q,0.003565,0.992915,80
R,0.003565,0.992915,29
H,0.003566,0.992910,57
M,0.003566,0.992910,24
Q,0.003566,0.992910,67
R,0.003566,0.992910,27
H,0.003567,0.992917,58
M,0.003567,0.992917,27
Q,0.003567,0.992917,70
R,0.003567,0.992917,26
H,0.003568,0.992915,56
M,0.003568,0.992915,24
Q,0.003568,0.992915,77
R,0.003568,0.992915,26
H,0.003569,0.992911,56
M,0.003569,0.992911,23
Q,0.003569,0.992911,67
R,0.003569,0.992911,29
H,0.003570,0.992905,59
M,0.003570,0.992905,24
Q,0.003570,0.992905,55
R,0.003570,0.992905,26
H,0.003571,0.992922,56
M,0.003571,0.992922,24
Q,0.003571,0.992922,76
R,0.003571,0.992922,26
H,0.003572,0.992910,57
M,0.003572,0.992910,24
Q,0.003572,0.992910,49
R,0.003572,0.992910,26
H,0.003573,0.992924,58
M,0.003573,0.992924,24
Q,0.003573,0.992924,60
R,0.003573,0.992924,27
H,0.003574,0.992905,56
M,0.003574,0.992905,24
Q,0.003574,0.992905,75
R,0.003574,0.992905,27
H,0.003575,0.992901,57
M,0.003575,0.992901,24
Q,0.003575,0.992901,51
R,0.003575,0.992901,29
H,0.003576,0.992893,62
M,0.003576,0.992893,24
Q,0.003576,0.992893,75
R,0.003576,0.992893,26
H,0.003577,0.992903,56
M,0.003577,0.992903,24
Q,0.003577,0.992903,62
R,0.003577,0.992903,27
H,0.003578,0.992877,57
M,0.003578,0.992877,24
Q,0.003578,0.992877,75
R,0.003578,0.992877,25
H,0.003579,0.992890,59
M,0.003579,0.992890,24
Q,0.003579,0.992890,98
R,0.003579,0.992890,26
H,0.003580,0.992890,57
M,0.003580,0.992890,24
Q,0.003580,0.992890,72
R,0.003580,0.992890,26
H,0.003581,0.992903,56
M,0.003581,0.992903,24
Q,0.003581,0.992903,59
R,0.003581,0.992903,28
H,0.003582,0.992885,58
M,0.003582,0.992885,24
Q,0.003582,0.992885,72
R,0.003582,0.992885,26
H,0.003583,0.992876,57
M,0.003583,0.992876,24
Q,0.003583,0.992876,56
R,0.003583,0.992876,26
H,0.003584,0.992876,59
M,0.003584,0.992876,24
Q,0.003584,0.992876,60
R,0.003584,0.992876,26
H,0.003585,0.992878,57
M,0.003585,0.992878,24
Q,0.003585,0.992878,54
R,0.003585,0.992878,26
H,0.003586,0.992877,57
M,0.003586,0.992877,24
Q,0.003586,0.992877,71
R,0.003586,0.992877,26
H,0.003587,0.992874,56
M,0.003587,0.992874,24
Q,0.003587,0.992874,58
R,0.003587,0.992874,26
H,0.003588,0.992873,61
M,0.003588,0.992873,24
Q,0.003588,0.992873,76
R,0.003588,0.992873,26
H,0.003589,0.992876,57
M,0.003589,0.992876,25
Q,0.003589,0.992876,60
R,0.003589,0.992876,26
H,0.003590,0.992874,56
M,0.003590,0.992874,24
Q,0.003590,0.992874,76
R,0.003590,0.992874,26
H,0.003591,0.992863,57
M,0.003591,0.992863,24
Q,0.003591,0.992863,52
R,0.003591,0.992863,26
H,0.003592,0.992867,59
M,0.003592,0.992867,24
Q,0.003592,0.992867,73
R,0.003592,0.992867,26
H,0.003593,0.992876,56
M,0.003593,0.992876,24
Q,0.003593,0.992876,66
R,0.003593,0.992876,26
H,0.003594,0.992853,58
M,0.003594,0.992853,24
Q,0.003594,0.992853,71
R,0.003594,0.992853,26
H,0.003595,0.992866,57
M,0.003595,0.992866,24
Q,0.003595,0.992866,61
R,0.003595,0.992866,26
H,0.003596,0.992854,57
M,0.003596,0.992854,24
Q,0.003596,0.992854,66
R,0.003596,0.992854,26
H,0.003597,0.992859,60
M,0.003597,0.992859,24
Q,0.003597,0.992859,63
R,0.003597,0.992859,26
H,0.003598,0.992854,57
M,0.003598,0.992854,24
Q,0.003598,0.992854,64
R,0.003598,0.992854,28
H,0.003599,0.992849,56
M,0.003599,0.992849,24
Q,0.003599,0.992849,58
R,0.003599,0.992849,27
H,0.003600,0.992848,58
M,0.003600,0.992848,24
Q,0.003600,0.992848,58
R,0.003600,0.992848,26
H,0.003601,0.992855,57
M,0.003601,0.992855,26
Q,0.003601,0.992855,54
R,0.003601,0.992855,26
H,0.003602,0.992849,56
M,0.003602,0.992849,24
Q,0.003602,0.992849,67
R,0.003602,0.992849,26
H,0.003603,0.992844,59
M,0.003603,0.992844,25
Q,0.003603,0.992844,68
R,0.003603,0.992844,27
H,0.003604,0.992847,61
M,0.003604,0.992847,24
Q,0.003604,0.992847,61
R,0.003604,0.992847,26
H,0.003605,0.992826,57
M,0.003605,0.992826,24
Q,0.003605,0.992826,77
R,0.003605,0.992826,26
H,0.003606,0.992840,60
M,0.003606,0.992840,24
Q,0.003606,0.992840,54
R,0.003606,0.992840,28
H,0.003607,0.992842,58
M,0.003607,0.992842,24
Q,0.003607,0.992842,78
R,0.003607,0.992842,26
H,0.003608,0.992831,57
M,0.003608,0.992831,24
Q,0.003608,0.992831,70
R,0.003608,0.992831,27
H,0.003609,0.992827,58
M,0.003609,0.992827,24
Q,0.003609,0.992827,73
R,0.003609,0.992827,26
H,0.003610,0.992830,58
M,0.003610,0.992830,24
Q,0.003610,0.992830,72
R,0.003610,0.992830,27
H,0.003611,0.992828,57
M,0.003611,0.992828,24
Q,0.003611,0.992828,76
R,0.003611,0.992828,26
H,0.003612,0.992815,61
M,0.003612,0.992815,24
Q,0.003612,0.992815,61
R,0.003612,0.992815,26
H,0.003613,0.992833,56
M,0.003613,0.992833,24
Q,0.003613,0.992833,78
R,0.003613,0.992833,27
H,0.003614,0.992828,56
M,0.003614,0.992828,25
Q,0.003614,0.992828,57
R,0.003614,0.992828,26
H,0.003615,0.992820,58
M,0.003615,0.992820,24
Q,0.003615,0.992820,60
R,0.003615,0.992820,27
H,0.003616,0.992815,56
M,0.003616,0.992815,24
Q,0.003616,0.992815,58
R,0.003616,0.992815,27
H,0.003617,0.992824,56
M,0.003617,0.992824,24
Q,0.003617,0.992824,62
R,0.003617,0.992824,27
H,0.003618,0.992831,58
M,0.003618,0.992831,24
Q,0.003618,0.992831,68
R,0.003618,0.992831,27
H,0.003619,0.992804,57
M,0.003619,0.992804,24
Q,0.003619,0.992804,60
R,0.003619,0.992804,27
H,0.003620,0.992806,57
M,0.003620,0.992806,24
Q,0.003620,0.992806,72
R,0.003620,0.992806,27
H,0.003621,0.992812,57
M,0.003621,0.992812,24
Q,0.003621,0.992812,55
R,0.003621,0.992812,27
H,0.003622,0.992815,56
M,0.003622,0.992815,24
Q,0.003622,0.992815,58
R,0.003622,0.992815,26
H,0.003623,0.992808,57
M,0.003623,0.992808,24
Q,0.003623,0.992808,59
R,0.003623,0.992808,26
H,0.003624,0.992810,60
M,0.003624,0.992810,24
Q,0.003624,0.992810,74
R,0.003624,0.992810,26
H,0.003625,0.992798,56
M,0.003625,0.992798,24
Q,0.003625,0.992798,67
R,0.003625,0.992798,27
H,0.003626,0.992798,57
M,0.003626,0.992798,24
Q,0.003626,0.992798,57
R,0.003626,0.992798,25
H,0.003627,0.992801,59
M,0.003627,0.992801,24
Q,0.003627,0.992801,57
R,0.003627,0.992801,27
H,0.003628,0.992793,56
M,0.003628,0.992793,24
Q,0.003628,0.992793,64
R,0.003628,0.992793,26
H,0.003629,0.992800,56
M,0.003629,0.992800,24
Q,0.003629,0.992800,85
R,0.003629,0.992800,26
H,0.003630,0.992808,59
M,0.003630,0.992808,24
Q,0.003630,0.992808,56
R,0.003630,0.992808,25
H,0.003631,0.992792,57
M,0.003631,0.992792,25
Q,0.003631,0.992792,61
R,0.003631,0.992792,26
H,0.003632,0.992785,56
M,0.003632,0.992785,24
Q,0.003632,0.992785,80
R,0.003632,0.992785,26
H,0.003633,0.992778,58
M,0.003633,0.992778,24
Q,0.003633,0.992778,53
R,0.003633,0.992778,26
H,0.003634,0.992788,57
M,0.003634,0.992788,24
Q,0.003634,0.992788,55
R,0.003634,0.992788,26
H,0.003635,0.992784,57
M,0.003635,0.992784,24
Q,0.003635,0.992784,73
R,0.003635,0.992784,29
H,0.003636,0.992779,61
M,0.003636,0.992779,24
Q,0.003636,0.992779,61
R,0.003636,0.992779,26
H,0.003637,0.992786,60
M,0.003637,0.992786,25
Q,0.003637,0.992786,70
R,0.003637,0.992786,26
H,0.003638,0.992776,57
M,0.003638,0.992776,25
Q,0.003638,0.992776,70
R,0.003638,0.992776,26
H,0.003639,0.992763,60
M,0.003639,0.992763,33
Q,0.003639,0.992763,60
R,0.003639,0.992763,28
H,0.003640,0.992784,60
M,0.003640,0.992784,24
Q,0.003640,0.992784,64
R,0.003640,0.992784,27
H,0.003641,0.992761,59
M,0.003641,0.992761,27
Q,0.003641,0.992761,79
R,0.003641,0.992761,29
H,0.003642,0.992767,65
M,0.003642,0.992767,24
Q,0.003642,0.992767,70
R,0.003642,0.992767,26
H,0.003643,0.992775,56
M,0.003643,0.992775,24
Q,0.003643,0.992775,65
R,0.003643,0.992775,27
H,0.003644,0.992772,57
M,0.003644,0.992772,24
Q,0.003644,0.992772,50
R,0.003644,0.992772,25
H,0.003645,0.992769,59
M,0.003645,0.992769,24
Q,0.003645,0.992769,62
R,0.003645,0.992769,26
H,0.003646,0.992761,59
M,0.003646,0.992761,26
Q,0.003646,0.992761,81
R,0.003646,0.992761,27
H,0.003647,0.992764,57
M,0.003647,0.992764,24
Q,0.003647,0.992764,80
R,0.003647,0.992764,26
H,0.003648,0.992759,59
M,0.003648,0.992759,24
Q,0.003648,0.992759,63
R,0.003648,0.992759,27
H,0.003649,0.992753,56
M,0.003649,0.992753,25
Q,0.003649,0.992753,68
R,0.003649,0.992753,26
H,0.003650,0.992754,57
M,0.003650,0.992754,24
Q,0.003650,0.992754,52
R,0.003650,0.992754,25
H,0.003651,0.992761,59
M,0.003651,0.992761,25
Q,0.003651,0.992761,58
R,0.003651,0.992761,29
H,0.003652,0.992749,60
M,0.003652,0.992749,25
Q,0.003652,0.992749,57
R,0.003652,0.992749,27
H,0.003653,0.992746,60
M,0.003653,0.992746,25
Q,0.003653,0.992746,65
R,0.003653,0.992746,29
H,0.003654,0.992746,63
M,0.003654,0.992746,25
Q,0.003654,0.992746,53
R,0.003654,0.992746,28
H,0.003655,0.992737,57
M,0.003655,0.992737,24
Q,0.003655,0.992737,69
R,0.003655,0.992737,27
H,0.003656,0.992740,58
M,0.003656,0.992740,25
Q,0.003656,0.992740,60
R,0.003656,0.992740,26
H,0.003657,0.992741,58
M,0.003657,0.992741,25
Q,0.003657,0.992741,48
R,0.003657,0.992741,28
H,0.003658,0.992747,59
M,0.003658,0.992747,25
Q,0.003658,0.992747,68
R,0.003658,0.992747,28
H,0.003659,0.992744,59
M,0.003659,0.992744,25
Q,0.003659,0.992744,89
R,0.003659,0.992744,26
H,0.003660,0.992712,59
M,0.003660,0.992712,24
Q,0.003660,0.992712,65
R,0.003660,0.992712,28
H,0.003661,0.992728,59
M,0.003661,0.992728,25
Q,0.003661,0.992728,54
R,0.003661,0.992728,26
H,0.003662,0.992734,57
M,0.003662,0.992734,25
Q,0.003662,0.992734,64
R,0.003662,0.992734,26
H,0.003663,0.992719,60
M,0.003663,0.992719,24
Q,0.003663,0.992719,100
R,0.003663,0.992719,31
H,0.003664,0.992719,58
M,0.003664,0.992719,25
Q,0.003664,0.992719,59
R,0.003664,0.992719,27
H,0.003665,0.992723,57
M,0.003665,0.992723,24
Q,0.003665,0.992723,72
R,0.003665,0.992723,27
H,0.003666,0.992717,59
M,0.003666,0.992717,25
Q,0.003666,0.992717,69
R,0.003666,0.992717,27
H,0.003667,0.992720,61
M,0.003667,0.992720,25
Q,0.003667,0.992720,67
R,0.003667,0.992720,27
H,0.003668,0.992722,60
M,0.003668,0.992722,25
Q,0.003668,0.992722,76
R,0.003668,0.992722,27
H,0.003669,0.992717,59
M,0.003669,0.992717,24
Q,0.003669,0.992717,56
R,0.003669,0.992717,28
H,0.003670,0.992713,63
M,0.003670,0.992713,24
Q,0.003670,0.992713,89
R,0.003670,0.992713,27
H,0.003671,0.992717,59
M,0.003671,0.992717,25
Q,0.003671,0.992717,75
R,0.003671,0.992717,28
H,0.003672,0.992705,61
M,0.003672,0.992705,25
Q,0.003672,0.992705,69
R,0.003672,0.992705,26
H,0.003673,0.992698,60
M,0.003673,0.992698,25
Q,0.003673,0.992698,61
R,0.003673,0.992698,27
H,0.003674,0.992701,57
M,0.003674,0.992701,24
Q,0.003674,0.992701,112
R,0.003674,0.992701,26
H,0.003675,0.992698,58
M,0.003675,0.992698,24
Q,0.003675,0.992698,52
R,0.003675,0.992698,27
H,0.003676,0.992699,58
M,0.003676,0.992699,24
Q,0.003676,0.992699,52
R,0.003676,0.992699,26
H,0.003677,0.992703,57
M,0.003677,0.992703,25
Q,0.003677,0.992703,78
R,0.003677,0.992703,26
H,0.003678,0.992701,59
M,0.003678,0.992701,25
Q,0.003678,0.992701,51
R,0.003678,0.992701,27
H,0.003679,0.992696,58
M,0.003679,0.992696,25
Q,0.003679,0.992696,67
R,0.003679,0.992696,27
H,0.003680,0.992698,60
M,0.003680,0.992698,24
Q,0.003680,0.992698,62
R,0.003680,0.992698,26
H,0.003681,0.992697,63
M,0.003681,0.992697,24
Q,0.003681,0.992697,76
R,0.003681,0.992697,27
H,0.003682,0.992696,58
M,0.003682,0.992696,24
Q,0.003682,0.992696,76
R,0.003682,0.992696,26
H,0.003683,0.992688,58
M,0.003683,0.992688,24
Q,0.003683,0.992688,58
R,0.003683,0.992688,26
H,0.003684,0.992685,64
M,0.003684,0.992685,25
Q,0.003684,0.992685,62
R,0.003684,0.992685,27
H,0.003685,0.992680,58
M,0.003685,0.992680,25
Q,0.003685,0.992680,52
R,0.003685,0.992680,26
H,0.003686,0.992683,61
M,0.003686,0.992683,26
Q,0.003686,0.992683,64
R,0.003686,0.992683,26
H,0.003687,0.992674,60
M,0.003687,0.992674,25
Q,0.003687,0.992674,65
R,0.003687,0.992674,26
H,0.003688,0.992672,58
M,0.003688,0.992672,25
Q,0.003688,0.992672,80
R,0.003688,0.992672,27
H,0.003689,0.992686,59
M,0.003689,0.992686,24
Q,0.003689,0.992686,73
R,0.003689,0.992686,29
H,0.003690,0.992672,58
M,0.003690,0.992672,24
Q,0.003690,0.992672,64
R,0.003690,0.992672,26
H,0.003691,0.992655,60
M,0.003691,0.992655,24
Q,0.003691,0.992655,62
R,0.003691,0.992655,27
H,0.003692,0.992677,60
M,0.003692,0.992677,24
Q,0.003692,0.992677,128
R,0.003692,0.992677,30
H,0.003693,0.992668,59
M,0.003693,0.992668,24
Q,0.003693,0.992668,64
R,0.003693,0.992668,32
H,0.003694,0.992672,57
M,0.003694,0.992672,25
Q,0.003694,0.992672,82
R,0.003694,0.992672,27
H,0.003695,0.992665,60
M,0.003695,0.992665,26
Q,0.003695,0.992665,58
R,0.003695,0.992665,26
H,0.003696,0.992665,59
M,0.003696,0.992665,24
Q,0.003696,0.992665,87
R,0.003696,0.992665,26
H,0.003697,0.992663,57
M,0.003697,0.992663,24
Q,0.003697,0.992663,56
R,0.003697,0.992663,27
H,0.003698,0.992644,57
M,0.003698,0.992644,24
Q,0.003698,0.992644,76
R,0.003698,0.992644,27
H,0.003699,0.992660,58
M,0.003699,0.992660,26
Q,0.003699,0.992660,77
R,0.003699,0.992660,26
H,0.003700,0.992645,60
M,0.003700,0.992645,24
Q,0.003700,0.992645,59
R,0.003700,0.992645,26
H,0.003701,0.992643,63
M,0.003701,0.992643,25
Q,0.003701,0.992643,74
R,0.003701,0.992643,28
H,0.003702,0.992648,59
M,0.003702,0.992648,24
Q,0.003702,0.992648,52
R,0.003702,0.992648,26
H,0.003703,0.992634,59
M,0.003703,0.992634,25
Q,0.003703,0.992634,70
R,0.003703,0.992634,27
H,0.003704,0.992651,57
M,0.003704,0.992651,26
Q,0.003704,0.992651,69
R,0.003704,0.992651,26
H,0.003705,0.992631,59
M,0.003705,0.992631,26
Q,0.003705,0.992631,61
R,0.003705,0.992631,27
H,0.003706,0.992644,57
M,0.003706,0.992644,25
Q,0.003706,0.992644,62
R,0.003706,0.992644,27
H,0.003707,0.992642,62
M,0.003707,0.992642,25
Q,0.003707,0.992642,82
R,0.003707,0.992642,27
H,0.003708,0.992650,59
M,0.003708,0.992650,27
Q,0.003708,0.992650,77
R,0.003708,0.992650,27
H,0.003709,0.992623,59
M,0.003709,0.992623,25
Q,0.003709,0.992623,62
R,0.003709,0.992623,27
H,0.003710,0.992628,58
M,0.003710,0.992628,24
Q,0.003710,0.992628,74
R,0.003710,0.992628,27
H,0.003711,0.992627,57
M,0.003711,0.992627,25
Q,0.003711,0.992627,63
R,0.003711,0.992627,26
H,0.003712,0.992635,61
M,0.003712,0.992635,26
