Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
R,0.4172,0.594357,34
H,0.4173,0.593867,108
M,0.4173,0.593867,73
Q,0.4173,0.593867,88
R,0.4173,0.593867,36
H,0.4174,0.594093,114
M,0.4174,0.594093,91
Q,0.4174,0.594093,115
R,0.4174,0.594093,34
H,0.4175,0.594280,125
M,0.4175,0.594280,84
Q,0.4175,0.594280,124
R,0.4175,0.594280,32
H,0.4176,0.593776,105
M,0.4176,0.593776,88
Q,0.4176,0.593776,114
R,0.4176,0.593776,32
H,0.4177,0.594170,113
M,0.4177,0.594170,76
Q,0.4177,0.594170,110
R,0.4177,0.594170,38
H,0.4178,0.593925,124
M,0.4178,0.593925,71
Q,0.4178,0.593925,99
R,0.4178,0.593925,33
H,0.4179,0.594154,111
M,0.4179,0.594154,77
Q,0.4179,0.594154,104
R,0.4179,0.594154,45
H,0.4180,0.594588,111
M,0.4180,0.594588,82
Q,0.4180,0.594588,97
R,0.4180,0.594588,41
H,0.4181,0.593969,126
M,0.4181,0.593969,73
Q,0.4181,0.593969,110
R,0.4181,0.593969,44
H,0.4182,0.594127,117
M,0.4182,0.594127,92
Q,0.4182,0.594127,113
R,0.4182,0.594127,71
H,0.4183,0.593205,115
M,0.4183,0.593205,77
Q,0.4183,0.593205,92
R,0.4183,0.593205,43
H,0.4184,0.593896,104
M,0.4184,0.593896,77
Q,0.4184,0.593896,103
R,0.4184,0.593896,38
H,0.4185,0.593464,110
M,0.4185,0.593464,86
Q,0.4185,0.593464,98
R,0.4185,0.593464,36
H,0.4186,0.592901,106
M,0.4186,0.592901,77
Q,0.4186,0.592901,92
R,0.4186,0.592901,57
H,0.4187,0.593923,118
M,0.4187,0.593923,88
Q,0.4187,0.593923,116
R,0.4187,0.593923,47
H,0.4188,0.593340,123
M,0.4188,0.593340,89
Q,0.4188,0.593340,101
R,0.4188,0.593340,32
H,0.4189,0.593867,133
M,0.4189,0.593867,84
Q,0.4189,0.593867,116
R,0.4189,0.593867,34
H,0.4190,0.593619,116
M,0.4190,0.593619,85
Q,0.4190,0.593619,102
R,0.4190,0.593619,39
H,0.4191,0.593344,123
M,0.4191,0.593344,82
Q,0.4191,0.593344,116
R,0.4191,0.593344,39
H,0.4192,0.593452,140
M,0.4192,0.593452,94
Q,0.4192,0.593452,110
R,0.4192,0.593452,41
H,0.4193,0.593572,121
M,0.4193,0.593572,85
Q,0.4193,0.593572,107
R,0.4193,0.593572,41
H,0.4194,0.593519,111
M,0.4194,0.593519,79
Q,0.4194,0.593519,116
R,0.4194,0.593519,44
H,0.4195,0.592970,114
M,0.4195,0.592970,84
Q,0.4195,0.592970,103
R,0.4195,0.592970,40
H,0.4196,0.593808,117
M,0.4196,0.593808,82
Q,0.4196,0.593808,111
R,0.4196,0.593808,46
H,0.4197,0.594024,133
M,0.4197,0.594024,104
Q,0.4197,0.594024,105
R,0.4197,0.594024,42
H,0.4198,0.593329,122
M,0.4198,0.593329,80
Q,0.4198,0.593329,99
R,0.4198,0.593329,31
H,0.4199,0.593298,112
M,0.4199,0.593298,72
Q,0.4199,0.593298,94
R,0.4199,0.593298,35
H,0.4200,0.593152,115
M,0.4200,0.593152,84
Q,0.4200,0.593152,101
R,0.4200,0.593152,30
H,0.4201,0.593082,100
M,0.4201,0.593082,85
Q,0.4201,0.593082,111
R,0.4201,0.593082,45
H,0.4202,0.593172,132
M,0.4202,0.593172,85
Q,0.4202,0.593172,140
R,0.4202,0.593172,86
H,0.4203,0.593223,208
M,0.4203,0.593223,86
Q,0.4203,0.593223,112
R,0.4203,0.593223,35
H,0.4204,0.592863,124
M,0.4204,0.592863,98
Q,0.4204,0.592863,135
R,0.4204,0.592863,34
H,0.4205,0.592728,267
M,0.4205,0.592728,86
Q,0.4205,0.592728,104
R,0.4205,0.592728,36
H,0.4206,0.592959,122
M,0.4206,0.592959,93
Q,0.4206,0.592959,98
R,0.4206,0.592959,44
H,0.4207,0.592848,131
M,0.4207,0.592848,85
Q,0.4207,0.592848,104
R,0.4207,0.592848,46
H,0.4208,0.593278,103
M,0.4208,0.593278,78
Q,0.4208,0.593278,92
R,0.4208,0.593278,39
H,0.4209,0.592454,119
M,0.4209,0.592454,77
Q,0.4209,0.592454,106
R,0.4209,0.592454,39
H,0.4210,0.592351,111
M,0.4210,0.592351,82
Q,0.4210,0.592351,103
R,0.4210,0.592351,29
H,0.4211,0.592831,416
M,0.4211,0.592831,91
Q,0.4211,0.592831,128
R,0.4211,0.592831,52
H,0.4212,0.592322,161
M,0.4212,0.592322,94
Q,0.4212,0.592322,145
R,0.4212,0.592322,80
H,0.4213,0.592956,143
M,0.4213,0.592956,127
Q,0.4213,0.592956,155
R,0.4213,0.592956,61
H,0.4214,0.592782,133
M,0.4214,0.592782,92
Q,0.4214,0.592782,114
R,0.4214,0.592782,34
H,0.4215,0.592735,105
M,0.4215,0.592735,77
Q,0.4215,0.592735,100
R,0.4215,0.592735,48
H,0.4216,0.592327,137
M,0.4216,0.592327,82
Q,0.4216,0.592327,112
R,0.4216,0.592327,39
H,0.4217,0.592836,163
M,0.4217,0.592836,90
Q,0.4217,0.592836,110
R,0.4217,0.592836,39
H,0.4218,0.592660,132
M,0.4218,0.592660,77
Q,0.4218,0.592660,114
R,0.4218,0.592660,35
H,0.4219,0.592199,125
M,0.4219,0.592199,77
Q,0.4219,0.592199,98
R,0.4219,0.592199,35
H,0.4220,0.592655,108
M,0.4220,0.592655,87
Q,0.4220,0.592655,98
R,0.4220,0.592655,28
H,0.4221,0.592532,109
M,0.4221,0.592532,74
Q,0.4221,0.592532,98
R,0.4221,0.592532,47
H,0.4222,0.592763,135
M,0.4222,0.592763,93
Q,0.4222,0.592763,117
R,0.4222,0.592763,43
H,0.4223,0.592606,154
M,0.4223,0.592606,90
Q,0.4223,0.592606,116
R,0.4223,0.592606,44
H,0.4224,0.592402,174
M,0.4224,0.592402,166
Q,0.4224,0.592402,102
R,0.4224,0.592402,36
H,0.4225,0.592278,146
M,0.4225,0.592278,79
Q,0.4225,0.592278,105
R,0.4225,0.592278,36
H,0.4226,0.592042,131
M,0.4226,0.592042,77
Q,0.4226,0.592042,106
R,0.4226,0.592042,46
H,0.4227,0.592404,125
M,0.4227,0.592404,83
Q,0.4227,0.592404,113
R,0.4227,0.592404,48
H,0.4228,0.592039,120
M,0.4228,0.592039,82
Q,0.4228,0.592039,100
R,0.4228,0.592039,40
H,0.4229,0.591844,136
M,0.4229,0.591844,88
Q,0.4229,0.591844,110
R,0.4229,0.591844,34
H,0.4230,0.591342,121
M,0.4230,0.591342,83
Q,0.4230,0.591342,106
R,0.4230,0.591342,35
H,0.4231,0.592186,123
M,0.4231,0.592186,85
Q,0.4231,0.592186,108
R,0.4231,0.592186,35
H,0.4232,0.592021,127
M,0.4232,0.592021,81
Q,0.4232,0.592021,109
R,0.4232,0.592021,37
H,0.4233,0.592120,127
M,0.4233,0.592120,79
Q,0.4233,0.592120,105
R,0.4233,0.592120,35
H,0.4234,0.591546,136
M,0.4234,0.591546,93
Q,0.4234,0.591546,113
R,0.4234,0.591546,36
H,0.4235,0.592407,133
M,0.4235,0.592407,91
Q,0.4235,0.592407,93
R,0.4235,0.592407,34
H,0.4236,0.591460,125
M,0.4236,0.591460,83
Q,0.4236,0.591460,108
R,0.4236,0.591460,37
H,0.4237,0.591845,124
M,0.4237,0.591845,81
Q,0.4237,0.591845,107
R,0.4237,0.591845,50
H,0.4238,0.591496,127
M,0.4238,0.591496,86
Q,0.4238,0.591496,108
R,0.4238,0.591496,34
H,0.4239,0.591400,125
M,0.4239,0.591400,88
Q,0.4239,0.591400,101
R,0.4239,0.591400,31
H,0.4240,0.591575,123
M,0.4240,0.591575,79
Q,0.4240,0.591575,97
R,0.4240,0.591575,34
H,0.4241,0.592162,134
M,0.4241,0.592162,85
Q,0.4241,0.592162,105
R,0.4241,0.592162,38
H,0.4242,0.591732,127
M,0.4242,0.591732,90
Q,0.4242,0.591732,110
R,0.4242,0.591732,42
H,0.4243,0.591540,140
M,0.4243,0.591540,79
Q,0.4243,0.591540,108
R,0.4243,0.591540,39
H,0.4244,0.591421,120
M,0.4244,0.591421,87
Q,0.4244,0.591421,121
R,0.4244,0.591421,40
H,0.4245,0.591393,132
M,0.4245,0.591393,83
Q,0.4245,0.591393,112
R,0.4245,0.591393,37
H,0.4246,0.591165,136
M,0.4246,0.591165,81
Q,0.4246,0.591165,116
R,0.4246,0.591165,33
H,0.4247,0.591464,125
M,0.4247,0.591464,85
Q,0.4247,0.591464,106
R,0.4247,0.591464,42
H,0.4248,0.591200,129
M,0.4248,0.591200,112
Q,0.4248,0.591200,137
R,0.4248,0.591200,33
H,0.4249,0.591913,145
M,0.4249,0.591913,89
Q,0.4249,0.591913,113
R,0.4249,0.591913,35
H,0.4250,0.591096,145
M,0.4250,0.591096,90
Q,0.4250,0.591096,115
R,0.4250,0.591096,40
H,0.4251,0.591398,185
M,0.4251,0.591398,114
Q,0.4251,0.591398,132
R,0.4251,0.591398,43
H,0.4252,0.591454,128
M,0.4252,0.591454,78
Q,0.4252,0.591454,104
R,0.4252,0.591454,47
H,0.4253,0.591409,117
M,0.4253,0.591409,82
Q,0.4253,0.591409,94
R,0.4253,0.591409,35
H,0.4254,0.591566,115
M,0.4254,0.591566,87
Q,0.4254,0.591566,116
R,0.4254,0.591566,27
H,0.4255,0.591094,103
M,0.4255,0.591094,75
Q,0.4255,0.591094,98
R,0.4255,0.591094,29
H,0.4256,0.591127,102
M,0.4256,0.591127,79
Q,0.4256,0.591127,99
R,0.4256,0.591127,29
H,0.4257,0.590707,106
M,0.4257,0.590707,79
Q,0.4257,0.590707,96
R,0.4257,0.590707,44
H,0.4258,0.590900,111
M,0.4258,0.590900,85
Q,0.4258,0.590900,100
R,0.4258,0.590900,28
H,0.4259,0.591427,114
M,0.4259,0.591427,74
Q,0.4259,0.591427,100
R,0.4259,0.591427,30
H,0.4260,0.590794,101
M,0.4260,0.590794,71
Q,0.4260,0.590794,106
R,0.4260,0.590794,29
H,0.4261,0.590763,102
M,0.4261,0.590763,76
Q,0.4261,0.590763,95
R,0.4261,0.590763,36
H,0.4262,0.590854,122
M,0.4262,0.590854,70
Q,0.4262,0.590854,104
R,0.4262,0.590854,39
H,0.4263,0.590505,102
M,0.4263,0.590505,73
Q,0.4263,0.590505,96
R,0.4263,0.590505,36
H,0.4264,0.590942,106
M,0.4264,0.590942,78
Q,0.4264,0.590942,94
R,0.4264,0.590942,37
H,0.4265,0.590862,112
M,0.4265,0.590862,81
Q,0.4265,0.590862,114
R,0.4265,0.590862,31
H,0.4266,0.590699,106
M,0.4266,0.590699,78
Q,0.4266,0.590699,87
R,0.4266,0.590699,29
H,0.4267,0.590648,100
M,0.4267,0.590648,74
Q,0.4267,0.590648,98
R,0.4267,0.590648,39
H,0.4268,0.590109,106
M,0.4268,0.590109,72
Q,0.4268,0.590109,98
R,0.4268,0.590109,35
H,0.4269,0.591048,131
M,0.4269,0.591048,131
Q,0.4269,0.591048,106
R,0.4269,0.591048,30
H,0.4270,0.590477,138
M,0.4270,0.590477,83
Q,0.4270,0.590477,108
R,0.4270,0.590477,38
H,0.4271,0.590816,121
M,0.4271,0.590816,89
Q,0.4271,0.590816,121
R,0.4271,0.590816,37
H,0.4272,0.590695,144
M,0.4272,0.590695,83
Q,0.4272,0.590695,115
R,0.4272,0.590695,40
H,0.4273,0.589947,143
M,0.4273,0.589947,90
Q,0.4273,0.589947,118
R,0.4273,0.589947,35
H,0.4274,0.590392,134
M,0.4274,0.590392,83
Q,0.4274,0.590392,99
R,0.4274,0.590392,42
H,0.4275,0.590035,128
M,0.4275,0.590035,97
Q,0.4275,0.590035,108
R,0.4275,0.590035,42
H,0.4276,0.590683,133
M,0.4276,0.590683,77
Q,0.4276,0.590683,98
R,0.4276,0.590683,45
H,0.4277,0.590406,120
M,0.4277,0.590406,81
Q,0.4277,0.590406,101
R,0.4277,0.590406,48
H,0.4278,0.590106,150
M,0.4278,0.590106,79
Q,0.4278,0.590106,110
R,0.4278,0.590106,33
H,0.4279,0.590241,138
M,0.4279,0.590241,91
Q,0.4279,0.590241,112
R,0.4279,0.590241,37
H,0.4280,0.591051,130
M,0.4280,0.591051,84
Q,0.4280,0.591051,112
R,0.4280,0.591051,38
H,0.4281,0.590659,127
M,0.4281,0.590659,83
Q,0.4281,0.590659,105
R,0.4281,0.590659,39
H,0.4282,0.590114,128
M,0.4282,0.590114,75
Q,0.4282,0.590114,100
R,0.4282,0.590114,41
H,0.4283,0.590369,137
M,0.4283,0.590369,85
Q,0.4283,0.590369,112
R,0.4283,0.590369,35
H,0.4284,0.590390,130
M,0.4284,0.590390,90
Q,0.4284,0.590390,101
R,0.4284,0.590390,37
H,0.4285,0.589981,110
M,0.4285,0.589981,83
Q,0.4285,0.589981,103
R,0.4285,0.589981,34
H,0.4286,0.590077,109
M,0.4286,0.590077,67
Q,0.4286,0.590077,100
R,0.4286,0.590077,28
H,0.4287,0.590298,114
M,0.4287,0.590298,76
Q,0.4287,0.590298,85
R,0.4287,0.590298,39
H,0.4288,0.589595,110
M,0.4288,0.589595,75
Q,0.4288,0.589595,106
R,0.4288,0.589595,31
H,0.4289,0.590103,105
M,0.4289,0.590103,79
Q,0.4289,0.590103,98
R,0.4289,0.590103,29
H,0.4290,0.589986,111
M,0.4290,0.589986,71
Q,0.4290,0.589986,99
R,0.4290,0.589986,33
H,0.4291,0.589866,101
M,0.4291,0.589866,72
Q,0.4291,0.589866,91
R,0.4291,0.589866,28
H,0.4292,0.589684,108
M,0.4292,0.589684,84
Q,0.4292,0.589684,98
R,0.4292,0.589684,42
H,0.4293,0.589459,118
M,0.4293,0.589459,76
Q,0.4293,0.589459,95
R,0.4293,0.589459,28
H,0.4294,0.589335,99
M,0.4294,0.589335,79
Q,0.4294,0.589335,97
R,0.4294,0.589335,28
H,0.4295,0.589706,105
M,0.4295,0.589706,80
Q,0.4295,0.589706,88
R,0.4295,0.589706,30
H,0.4296,0.589340,106
M,0.4296,0.589340,73
Q,0.4296,0.589340,99
R,0.4296,0.589340,33
H,0.4297,0.588924,108
M,0.4297,0.588924,78
Q,0.4297,0.588924,98
R,0.4297,0.588924,33
H,0.4298,0.589454,99
M,0.4298,0.589454,78
Q,0.4298,0.589454,95
R,0.4298,0.589454,33
H,0.4299,0.588916,105
M,0.4299,0.588916,92
Q,0.4299,0.588916,97
R,0.4299,0.588916,35
H,0.4300,0.590119,96
M,0.4300,0.590119,69
Q,0.4300,0.590119,90
R,0.4300,0.590119,43
H,0.4301,0.589198,99
M,0.4301,0.589198,75
Q,0.4301,0.589198,94
R,0.4301,0.589198,41
H,0.4302,0.589403,101
M,0.4302,0.589403,74
Q,0.4302,0.589403,99
R,0.4302,0.589403,41
H,0.4303,0.589487,101
M,0.4303,0.589487,68
Q,0.4303,0.589487,91
R,0.4303,0.589487,29
H,0.4304,0.589175,101
M,0.4304,0.589175,89
Q,0.4304,0.589175,95
R,0.4304,0.589175,28
H,0.4305,0.589338,100
M,0.4305,0.589338,78
Q,0.4305,0.589338,91
R,0.4305,0.589338,28
H,0.4306,0.589475,129
M,0.4306,0.589475,77
Q,0.4306,0.589475,98
R,0.4306,0.589475,39
H,0.4307,0.588897,100
M,0.4307,0.588897,89
Q,0.4307,0.588897,97
R,0.4307,0.588897,35
H,0.4308,0.588897,113
M,0.4308,0.588897,76
Q,0.4308,0.588897,103
R,0.4308,0.588897,28
H,0.4309,0.589271,113
M,0.4309,0.589271,79
Q,0.4309,0.589271,98
R,0.4309,0.589271,31
H,0.4310,0.589083,102
M,0.4310,0.589083,68
Q,0.4310,0.589083,107
R,0.4310,0.589083,39
H,0.4311,0.588902,127
M,0.4311,0.588902,83
Q,0.4311,0.588902,92
R,0.4311,0.588902,32
H,0.4312,0.589287,107
M,0.4312,0.589287,84
Q,0.4312,0.589287,99
R,0.4312,0.589287,39
H,0.4313,0.589156,95
M,0.4313,0.589156,71
Q,0.4313,0.589156,105
R,0.4313,0.589156,32
H,0.4314,0.589051,117
M,0.4314,0.589051,92
Q,0.4314,0.589051,108
R,0.4314,0.589051,36
H,0.4315,0.589482,129
M,0.4315,0.589482,80
Q,0.4315,0.589482,105
R,0.4315,0.589482,39
H,0.4316,0.589252,119
M,0.4316,0.589252,81
Q,0.4316,0.589252,117
R,0.4316,0.589252,42
H,0.4317,0.589080,120
M,0.4317,0.589080,80
Q,0.4317,0.589080,113
R,0.4317,0.589080,42
H,0.4318,0.588776,125
M,0.4318,0.588776,80
Q,0.4318,0.588776,99
R,0.4318,0.588776,34
H,0.4319,0.588849,122
M,0.4319,0.588849,88
Q,0.4319,0.588849,102
R,0.4319,0.588849,36
H,0.4320,0.588863,128
M,0.4320,0.588863,78
Q,0.4320,0.588863,103
R,0.4320,0.588863,39
H,0.4321,0.588947,133
M,0.4321,0.588947,81
Q,0.4321,0.588947,99
R,0.4321,0.588947,39
H,0.4322,0.588841,147
M,0.4322,0.588841,81
Q,0.4322,0.588841,108
R,0.4322,0.588841,41
H,0.4323,0.588375,122
M,0.4323,0.588375,78
Q,0.4323,0.588375,113
R,0.4323,0.588375,36
H,0.4324,0.588444,127
M,0.4324,0.588444,94
Q,0.4324,0.588444,111
R,0.4324,0.588444,34
H,0.4325,0.588300,130
M,0.4325,0.588300,82
Q,0.4325,0.588300,102
R,0.4325,0.588300,40
H,0.4326,0.588792,141
M,0.4326,0.588792,84
Q,0.4326,0.588792,110
R,0.4326,0.588792,35
H,0.4327,0.588905,128
M,0.4327,0.588905,93
Q,0.4327,0.588905,106
R,0.4327,0.588905,40
H,0.4328,0.588643,133
M,0.4328,0.588643,85
Q,0.4328,0.588643,107
R,0.4328,0.588643,43
H,0.4329,0.588633,142
M,0.4329,0.588633,80
Q,0.4329,0.588633,105
R,0.4329,0.588633,41
H,0.4330,0.588753,127
M,0.4330,0.588753,83
Q,0.4330,0.588753,116
R,0.4330,0.588753,38
H,0.4331,0.587857,133
M,0.4331,0.587857,87
Q,0.4331,0.587857,107
R,0.4331,0.587857,38
H,0.4332,0.588758,134
M,0.4332,0.588758,87
Q,0.4332,0.588758,111
R,0.4332,0.588758,40
H,0.4333,0.588267,128
M,0.4333,0.588267,90
Q,0.4333,0.588267,122
R,0.4333,0.588267,44
H,0.4334,0.588257,156
M,0.4334,0.588257,95
Q,0.4334,0.588257,109
R,0.4334,0.588257,34
H,0.4335,0.588577,143
M,0.4335,0.588577,90
Q,0.4335,0.588577,125
R,0.4335,0.588577,46
H,0.4336,0.588231,158
M,0.4336,0.588231,96
Q,0.4336,0.588231,113
R,0.4336,0.588231,38
H,0.4337,0.588114,169
M,0.4337,0.588114,88
Q,0.4337,0.588114,109
R,0.4337,0.588114,47
H,0.4338,0.588357,136
M,0.4338,0.588357,89
Q,0.4338,0.588357,113
R,0.4338,0.588357,38
H,0.4339,0.588166,121
M,0.4339,0.588166,85
Q,0.4339,0.588166,101
R,0.4339,0.588166,36
H,0.4340,0.587855,110
M,0.4340,0.587855,75
Q,0.4340,0.587855,105
R,0.4340,0.587855,33
H,0.4341,0.587591,125
M,0.4341,0.587591,82
Q,0.4341,0.587591,105
R,0.4341,0.587591,31
H,0.4342,0.588110,105
M,0.4342,0.588110,81
Q,0.4342,0.588110,98
R,0.4342,0.588110,35
H,0.4343,0.587812,113
M,0.4343,0.587812,68
Q,0.4343,0.587812,87
R,0.4343,0.587812,41
H,0.4344,0.588128,112
M,0.4344,0.588128,86
Q,0.4344,0.588128,127
R,0.4344,0.588128,34
H,0.4345,0.588191,143
M,0.4345,0.588191,80
Q,0.4345,0.588191,103
R,0.4345,0.588191,42
H,0.4346,0.587628,110
M,0.4346,0.587628,74
Q,0.4346,0.587628,106
R,0.4346,0.587628,28
H,0.4347,0.588038,140
M,0.4347,0.588038,79
Q,0.4347,0.588038,98
R,0.4347,0.588038,46
H,0.4348,0.587905,122
M,0.4348,0.587905,75
Q,0.4348,0.587905,98
R,0.4348,0.587905,37
H,0.4349,0.588161,116
M,0.4349,0.588161,87
Q,0.4349,0.588161,105
R,0.4349,0.588161,38
H,0.4350,0.587618,121
M,0.4350,0.587618,81
Q,0.4350,0.587618,105
R,0.4350,0.587618,44
H,0.4351,0.587733,125
M,0.4351,0.587733,103
Q,0.4351,0.587733,137
R,0.4351,0.587733,71
H,0.4352,0.587434,218
M,0.4352,0.587434,146
Q,0.4352,0.587434,144
R,0.4352,0.587434,70
H,0.4353,0.587894,167
M,0.4353,0.587894,91
Q,0.4353,0.587894,111
R,0.4353,0.587894,45
H,0.4354,0.588069,124
M,0.4354,0.588069,87
Q,0.4354,0.588069,108
R,0.4354,0.588069,38
H,0.4355,0.587701,126
M,0.4355,0.587701,90
Q,0.4355,0.587701,114
R,0.4355,0.587701,31
H,0.4356,0.587882,124
M,0.4356,0.587882,72
Q,0.4356,0.587882,102
R,0.4356,0.587882,36
H,0.4357,0.587649,129
M,0.4357,0.587649,87
Q,0.4357,0.587649,108
R,0.4357,0.587649,41
H,0.4358,0.587710,120
M,0.4358,0.587710,82
Q,0.4358,0.587710,93
R,0.4358,0.587710,33
H,0.4359,0.586963,108
M,0.4359,0.586963,81
Q,0.4359,0.586963,105
R,0.4359,0.586963,28
H,0.4360,0.587617,110
M,0.4360,0.587617,85
Q,0.4360,0.587617,175
R,0.4360,0.587617,103
H,0.4361,0.587227,103
M,0.4361,0.587227,80
Q,0.4361,0.587227,108
R,0.4361,0.587227,35
H,0.4362,0.587264,107
M,0.4362,0.587264,84
Q,0.4362,0.587264,89
R,0.4362,0.587264,39
H,0.4363,0.586955,103
M,0.4363,0.586955,74
Q,0.4363,0.586955,99
R,0.4363,0.586955,47
H,0.4364,0.587354,101
M,0.4364,0.587354,81
Q,0.4364,0.587354,93
R,0.4364,0.587354,28
H,0.4365,0.587641,118
M,0.4365,0.587641,76
Q,0.4365,0.587641,111
R,0.4365,0.587641,31
H,0.4366,0.587359,103
M,0.4366,0.587359,71
Q,0.4366,0.587359,90
R,0.4366,0.587359,28
H,0.4367,0.587204,119
M,0.4367,0.587204,74
Q,0.4367,0.587204,100
R,0.4367,0.587204,43
H,0.4368,0.587445,107
M,0.4368,0.587445,75
Q,0.4368,0.587445,91
R,0.4368,0.587445,31
H,0.4369,0.587197,102
M,0.4369,0.587197,77
Q,0.4369,0.587197,98
R,0.4369,0.587197,32
H,0.4370,0.586932,103
M,0.4370,0.586932,80
Q,0.4370,0.586932,97
R,0.4370,0.586932,34
H,0.4371,0.587093,110
M,0.4371,0.587093,76
Q,0.4371,0.587093,94
R,0.4371,0.587093,28
H,0.4372,0.586929,103
M,0.4372,0.586929,73
Q,0.4372,0.586929,94
R,0.4372,0.586929,35
H,0.4373,0.587279,107
M,0.4373,0.587279,87
Q,0.4373,0.587279,92
R,0.4373,0.587279,34
H,0.4374,0.586845,103
M,0.4374,0.586845,85
Q,0.4374,0.586845,100
R,0.4374,0.586845,40
H,0.4375,0.587257,109
M,0.4375,0.587257,76
Q,0.4375,0.587257,94
R,0.4375,0.587257,43
H,0.4376,0.586689,112
M,0.4376,0.586689,75
Q,0.4376,0.586689,101
R,0.4376,0.586689,30
H,0.4377,0.586729,112
M,0.4377,0.586729,70
Q,0.4377,0.586729,102
R,0.4377,0.586729,32
H,0.4378,0.587435,109
M,0.4378,0.587435,75
Q,0.4378,0.587435,99
R,0.4378,0.587435,33
H,0.4379,0.587334,127
M,0.4379,0.587334,81
Q,0.4379,0.587334,102
R,0.4379,0.587334,32
H,0.4380,0.586540,97
M,0.4380,0.586540,78
Q,0.4380,0.586540,87
R,0.4380,0.586540,30
H,0.4381,0.586800,102
M,0.4381,0.586800,86
Q,0.4381,0.586800,97
R,0.4381,0.586800,32
H,0.4382,0.586490,101
M,0.4382,0.586490,69
Q,0.4382,0.586490,110
R,0.4382,0.586490,39
H,0.4383,0.586777,115
M,0.4383,0.586777,85
Q,0.4383,0.586777,96
R,0.4383,0.586777,45
H,0.4384,0.586911,112
M,0.4384,0.586911,75
Q,0.4384,0.586911,91
R,0.4384,0.586911,50
H,0.4385,0.586833,116
M,0.4385,0.586833,80
Q,0.4385,0.586833,96
R,0.4385,0.586833,36
H,0.4386,0.586520,106
M,0.4386,0.586520,84
Q,0.4386,0.586520,107
R,0.4386,0.586520,41
H,0.4387,0.586490,102
M,0.4387,0.586490,90
Q,0.4387,0.586490,103
R,0.4387,0.586490,41
H,0.4388,0.586367,109
M,0.4388,0.586367,78
Q,0.4388,0.586367,105
R,0.4388,0.586367,35
H,0.4389,0.586159,102
M,0.4389,0.586159,92
Q,0.4389,0.586159,98
R,0.4389,0.586159,33
H,0.4390,0.586213,106
M,0.4390,0.586213,77
Q,0.4390,0.586213,104
R,0.4390,0.586213,40
H,0.4391,0.586487,117
M,0.4391,0.586487,79
Q,0.4391,0.586487,105
R,0.4391,0.586487,32
H,0.4392,0.585889,116
M,0.4392,0.585889,91
Q,0.4392,0.585889,105
R,0.4392,0.585889,48
H,0.4393,0.586181,116
M,0.4393,0.586181,80
Q,0.4393,0.586181,108
R,0.4393,0.586181,30
H,0.4394,0.586304,115
M,0.4394,0.586304,101
Q,0.4394,0.586304,97
R,0.4394,0.586304,34
H,0.4395,0.586196,122
M,0.4395,0.586196,80
Q,0.4395,0.586196,102
R,0.4395,0.586196,40
H,0.4396,0.585904,118
M,0.4396,0.585904,79
Q,0.4396,0.585904,107
R,0.4396,0.585904,29
H,0.4397,0.586250,115
M,0.4397,0.586250,88
Q,0.4397,0.586250,97
R,0.4397,0.586250,39
H,0.4398,0.586010,117
M,0.4398,0.586010,75
Q,0.4398,0.586010,96
R,0.4398,0.586010,35
H,0.4399,0.585344,95
M,0.4399,0.585344,90
Q,0.4399,0.585344,96
R,0.4399,0.585344,38
H,0.4400,0.586140,107
M,0.4400,0.586140,70
Q,0.4400,0.586140,105
R,0.4400,0.586140,32
H,0.4401,0.586146,107
M,0.4401,0.586146,73
Q,0.4401,0.586146,95
R,0.4401,0.586146,37
H,0.4402,0.586061,112
M,0.4402,0.586061,74
Q,0.4402,0.586061,92
R,0.4402,0.586061,47
H,0.4403,0.586176,124
M,0.4403,0.586176,80
Q,0.4403,0.586176,102
R,0.4403,0.586176,32
H,0.4404,0.586053,118
M,0.4404,0.586053,84
Q,0.4404,0.586053,93
R,0.4404,0.586053,29
H,0.4405,0.585779,115
M,0.4405,0.585779,87
Q,0.4405,0.585779,116
R,0.4405,0.585779,36
H,0.4406,0.585592,117
M,0.4406,0.585592,78
Q,0.4406,0.585592,107
R,0.4406,0.585592,37
H,0.4407,0.585471,117
M,0.4407,0.585471,82
Q,0.4407,0.585471,110
R,0.4407,0.585471,39
H,0.4408,0.585361,114
M,0.4408,0.585361,73
Q,0.4408,0.585361,102
R,0.4408,0.585361,29
H,0.4409,0.585770,110
M,0.4409,0.585770,85
Q,0.4409,0.585770,108
R,0.4409,0.585770,31
H,0.4410,0.585501,112
M,0.4410,0.585501,76
Q,0.4410,0.585501,99
R,0.4410,0.585501,30
H,0.4411,0.585532,127
M,0.4411,0.585532,69
Q,0.4411,0.585532,110
R,0.4411,0.585532,39
H,0.4412,0.585627,120
M,0.4412,0.585627,72
Q,0.4412,0.585627,98
R,0.4412,0.585627,47
H,0.4413,0.585922,112
M,0.4413,0.585922,77
Q,0.4413,0.585922,93
R,0.4413,0.585922,35
H,0.4414,0.585983,122
M,0.4414,0.585983,85
Q,0.4414,0.585983,90
R,0.4414,0.585983,40
H,0.4415,0.585695,111
M,0.4415,0.585695,84
Q,0.4415,0.585695,101
R,0.4415,0.585695,40
H,0.4416,0.585757,114
M,0.4416,0.585757,73
Q,0.4416,0.585757,90
R,0.4416,0.585757,41
H,0.4417,0.585791,106
M,0.4417,0.585791,87
Q,0.4417,0.585791,99
