Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
M,0.12193,0.806932,43
Q,0.12193,0.806932,69
R,0.12193,0.806932,26
H,0.12194,0.806939,73
M,0.12194,0.806939,48
Q,0.12194,0.806939,69
R,0.12194,0.806939,28
H,0.12195,0.807107,72
M,0.12195,0.807107,43
Q,0.12195,0.807107,71
R,0.12195,0.807107,30
H,0.12196,0.807001,86
M,0.12196,0.807001,48
Q,0.12196,0.807001,72
R,0.12196,0.807001,27
H,0.12197,0.806905,70
M,0.12197,0.806905,47
Q,0.12197,0.806905,66
R,0.12197,0.806905,28
H,0.12198,0.807074,72
M,0.12198,0.807074,42
Q,0.12198,0.807074,74
R,0.12198,0.807074,28
H,0.12199,0.807116,73
M,0.12199,0.807116,42
Q,0.12199,0.807116,66
R,0.12199,0.807116,30
H,0.12200,0.806888,74
M,0.12200,0.806888,44
Q,0.12200,0.806888,71
R,0.12200,0.806888,28
H,0.12201,0.806798,77
M,0.12201,0.806798,42
Q,0.12201,0.806798,67
R,0.12201,0.806798,26
H,0.12202,0.806913,78
M,0.12202,0.806913,42
Q,0.12202,0.806913,62
R,0.12202,0.806913,27
H,0.12203,0.806565,75
M,0.12203,0.806565,48
Q,0.12203,0.806565,65
R,0.12203,0.806565,28
H,0.12204,0.806817,184
M,0.12204,0.806817,43
Q,0.12204,0.806817,65
R,0.12204,0.806817,30
H,0.12205,0.806805,87
M,0.12205,0.806805,43
Q,0.12205,0.806805,70
R,0.12205,0.806805,27
H,0.12206,0.806951,78
M,0.12206,0.806951,52
Q,0.12206,0.806951,63
R,0.12206,0.806951,28
H,0.12207,0.806434,75
M,0.12207,0.806434,44
Q,0.12207,0.806434,65
R,0.12207,0.806434,29
H,0.12208,0.806708,75
M,0.12208,0.806708,44
Q,0.12208,0.806708,66
R,0.12208,0.806708,27
H,0.12209,0.806977,74
M,0.12209,0.806977,45
Q,0.12209,0.806977,65
R,0.12209,0.806977,27
H,0.12210,0.806736,78
M,0.12210,0.806736,43
Q,0.12210,0.806736,67
R,0.12210,0.806736,27
H,0.12211,0.806604,74
M,0.12211,0.806604,45
Q,0.12211,0.806604,67
R,0.12211,0.806604,29
H,0.12212,0.806879,74
M,0.12212,0.806879,45
Q,0.12212,0.806879,76
R,0.12212,0.806879,28
H,0.12213,0.806663,75
M,0.12213,0.806663,45
Q,0.12213,0.806663,76
R,0.12213,0.806663,27
H,0.12214,0.806716,81
M,0.12214,0.806716,42
Q,0.12214,0.806716,70
R,0.12214,0.806716,29
H,0.12215,0.806948,75
M,0.12215,0.806948,47
Q,0.12215,0.806948,64
R,0.12215,0.806948,31
H,0.12216,0.806600,77
M,0.12216,0.806600,41
Q,0.12216,0.806600,66
R,0.12216,0.806600,28
H,0.12217,0.806674,77
M,0.12217,0.806674,42
Q,0.12217,0.806674,65
R,0.12217,0.806674,31
H,0.12218,0.806669,79
M,0.12218,0.806669,46
Q,0.12218,0.806669,77
R,0.12218,0.806669,27
H,0.12219,0.806668,74
M,0.12219,0.806668,47
Q,0.12219,0.806668,76
R,0.12219,0.806668,28
H,0.12220,0.806513,72
M,0.12220,0.806513,42
Q,0.12220,0.806513,76
R,0.12220,0.806513,30
H,0.12221,0.806529,76
M,0.12221,0.806529,44
Q,0.12221,0.806529,64
R,0.12221,0.806529,29
H,0.12222,0.806738,83
M,0.12222,0.806738,44
Q,0.12222,0.806738,66
R,0.12222,0.806738,29
H,0.12223,0.806409,84
M,0.12223,0.806409,44
Q,0.12223,0.806409,63
R,0.12223,0.806409,28
H,0.12224,0.806339,86
M,0.12224,0.806339,48
Q,0.12224,0.806339,63
R,0.12224,0.806339,28
H,0.12225,0.806888,88
M,0.12225,0.806888,46
Q,0.12225,0.806888,65
R,0.12225,0.806888,31
H,0.12226,0.806296,86
M,0.12226,0.806296,43
Q,0.12226,0.806296,69
R,0.12226,0.806296,32
H,0.12227,0.806194,86
M,0.12227,0.806194,50
Q,0.12227,0.806194,72
R,0.12227,0.806194,30
H,0.12228,0.806602,81
M,0.12228,0.806602,43
Q,0.12228,0.806602,66
R,0.12228,0.806602,29
H,0.12229,0.806857,80
M,0.12229,0.806857,43
Q,0.12229,0.806857,70
R,0.12229,0.806857,27
H,0.12230,0.806763,79
M,0.12230,0.806763,47
Q,0.12230,0.806763,65
R,0.12230,0.806763,30
H,0.12231,0.806518,77
M,0.12231,0.806518,47
Q,0.12231,0.806518,70
R,0.12231,0.806518,28
H,0.12232,0.806597,77
M,0.12232,0.806597,45
Q,0.12232,0.806597,71
R,0.12232,0.806597,27
H,0.12233,0.806624,73
M,0.12233,0.806624,44
Q,0.12233,0.806624,71
R,0.12233,0.806624,27
H,0.12234,0.806516,78
M,0.12234,0.806516,42
Q,0.12234,0.806516,66
R,0.12234,0.806516,29
H,0.12235,0.806273,77
M,0.12235,0.806273,42
Q,0.12235,0.806273,68
R,0.12235,0.806273,29
H,0.12236,0.806547,76
M,0.12236,0.806547,47
Q,0.12236,0.806547,71
R,0.12236,0.806547,33
H,0.12237,0.806518,77
M,0.12237,0.806518,43
Q,0.12237,0.806518,69
R,0.12237,0.806518,31
H,0.12238,0.806493,82
M,0.12238,0.806493,43
Q,0.12238,0.806493,67
R,0.12238,0.806493,28
H,0.12239,0.806394,78
M,0.12239,0.806394,45
Q,0.12239,0.806394,64
R,0.12239,0.806394,30
H,0.12240,0.806656,78
M,0.12240,0.806656,41
Q,0.12240,0.806656,69
R,0.12240,0.806656,32
H,0.12241,0.806404,79
M,0.12241,0.806404,42
Q,0.12241,0.806404,66
R,0.12241,0.806404,28
H,0.12242,0.806449,75
M,0.12242,0.806449,47
Q,0.12242,0.806449,62
R,0.12242,0.806449,31
H,0.12243,0.806225,75
M,0.12243,0.806225,41
Q,0.12243,0.806225,62
R,0.12243,0.806225,32
H,0.12244,0.806402,75
M,0.12244,0.806402,42
Q,0.12244,0.806402,64
R,0.12244,0.806402,29
H,0.12245,0.806243,84
M,0.12245,0.806243,45
Q,0.12245,0.806243,71
R,0.12245,0.806243,30
H,0.12246,0.806532,84
M,0.12246,0.806532,45
Q,0.12246,0.806532,69
R,0.12246,0.806532,32
H,0.12247,0.806602,79
M,0.12247,0.806602,43
Q,0.12247,0.806602,72
R,0.12247,0.806602,29
H,0.12248,0.806360,79
M,0.12248,0.806360,45
Q,0.12248,0.806360,72
R,0.12248,0.806360,31
H,0.12249,0.806029,73
M,0.12249,0.806029,41
Q,0.12249,0.806029,64
R,0.12249,0.806029,32
H,0.12250,0.806600,77
M,0.12250,0.806600,42
Q,0.12250,0.806600,97
R,0.12250,0.806600,31
H,0.12251,0.806570,76
M,0.12251,0.806570,48
Q,0.12251,0.806570,66
R,0.12251,0.806570,31
H,0.12252,0.806552,78
M,0.12252,0.806552,43
Q,0.12252,0.806552,63
R,0.12252,0.806552,30
H,0.12253,0.806168,80
M,0.12253,0.806168,42
Q,0.12253,0.806168,63
R,0.12253,0.806168,27
H,0.12254,0.806236,76
M,0.12254,0.806236,46
Q,0.12254,0.806236,63
R,0.12254,0.806236,27
H,0.12255,0.806281,87
M,0.12255,0.806281,45
Q,0.12255,0.806281,88
R,0.12255,0.806281,29
H,0.12256,0.806120,77
M,0.12256,0.806120,46
Q,0.12256,0.806120,64
R,0.12256,0.806120,28
H,0.12257,0.806270,80
M,0.12257,0.806270,49
Q,0.12257,0.806270,72
R,0.12257,0.806270,27
H,0.12258,0.806494,75
M,0.12258,0.806494,46
Q,0.12258,0.806494,65
R,0.12258,0.806494,27
H,0.12259,0.806066,78
M,0.12259,0.806066,42
Q,0.12259,0.806066,66
R,0.12259,0.806066,27
H,0.12260,0.806047,72
M,0.12260,0.806047,44
Q,0.12260,0.806047,62
R,0.12260,0.806047,29
H,0.12261,0.806235,74
M,0.12261,0.806235,42
Q,0.12261,0.806235,64
R,0.12261,0.806235,29
H,0.12262,0.806094,80
M,0.12262,0.806094,42
Q,0.12262,0.806094,62
R,0.12262,0.806094,27
H,0.12263,0.806011,88
M,0.12263,0.806011,47
Q,0.12263,0.806011,68
R,0.12263,0.806011,27
H,0.12264,0.806188,79
M,0.12264,0.806188,47
Q,0.12264,0.806188,66
R,0.12264,0.806188,29
H,0.12265,0.806294,75
M,0.12265,0.806294,45
Q,0.12265,0.806294,77
R,0.12265,0.806294,31
H,0.12266,0.806248,91
M,0.12266,0.806248,55
Q,0.12266,0.806248,74
R,0.12266,0.806248,32
H,0.12267,0.806115,77
M,0.12267,0.806115,47
Q,0.12267,0.806115,79
R,0.12267,0.806115,29
H,0.12268,0.806144,88
M,0.12268,0.806144,49
Q,0.12268,0.806144,73
R,0.12268,0.806144,29
H,0.12269,0.806339,78
M,0.12269,0.806339,52
Q,0.12269,0.806339,69
R,0.12269,0.806339,28
H,0.12270,0.805915,75
M,0.12270,0.805915,43
Q,0.12270,0.805915,80
R,0.12270,0.805915,28
H,0.12271,0.806319,75
M,0.12271,0.806319,43
Q,0.12271,0.806319,77
R,0.12271,0.806319,31
H,0.12272,0.805756,80
M,0.12272,0.805756,49
Q,0.12272,0.805756,67
R,0.12272,0.805756,27
H,0.12273,0.806108,84
M,0.12273,0.806108,42
Q,0.12273,0.806108,66
R,0.12273,0.806108,28
H,0.12274,0.805842,74
M,0.12274,0.805842,47
Q,0.12274,0.805842,65
R,0.12274,0.805842,27
H,0.12275,0.805721,74
M,0.12275,0.805721,47
Q,0.12275,0.805721,66
R,0.12275,0.805721,27
H,0.12276,0.805756,78
M,0.12276,0.805756,45
Q,0.12276,0.805756,68
R,0.12276,0.805756,28
H,0.12277,0.805645,82
M,0.12277,0.805645,43
Q,0.12277,0.805645,66
R,0.12277,0.805645,29
H,0.12278,0.805681,73
M,0.12278,0.805681,44
Q,0.12278,0.805681,68
R,0.12278,0.805681,29
H,0.12279,0.806139,74
M,0.12279,0.806139,41
Q,0.12279,0.806139,66
R,0.12279,0.806139,29
H,0.12280,0.806177,73
M,0.12280,0.806177,44
Q,0.12280,0.806177,63
R,0.12280,0.806177,31
H,0.12281,0.805848,75
M,0.12281,0.805848,44
Q,0.12281,0.805848,64
R,0.12281,0.805848,29
H,0.12282,0.805627,74
M,0.12282,0.805627,44
Q,0.12282,0.805627,63
R,0.12282,0.805627,29
H,0.12283,0.805766,80
M,0.12283,0.805766,42
Q,0.12283,0.805766,74
R,0.12283,0.805766,29
H,0.12284,0.806314,79
M,0.12284,0.806314,45
Q,0.12284,0.806314,64
R,0.12284,0.806314,29
H,0.12285,0.806012,86
M,0.12285,0.806012,42
Q,0.12285,0.806012,62
R,0.12285,0.806012,26
H,0.12286,0.805739,81
M,0.12286,0.805739,53
Q,0.12286,0.805739,68
R,0.12286,0.805739,27
H,0.12287,0.805875,79
M,0.12287,0.805875,47
Q,0.12287,0.805875,62
R,0.12287,0.805875,28
H,0.12288,0.805534,76
M,0.12288,0.805534,49
Q,0.12288,0.805534,65
R,0.12288,0.805534,28
H,0.12289,0.805730,76
M,0.12289,0.805730,42
Q,0.12289,0.805730,63
R,0.12289,0.805730,27
H,0.12290,0.805939,81
M,0.12290,0.805939,45
Q,0.12290,0.805939,65
R,0.12290,0.805939,27
H,0.12291,0.805971,78
M,0.12291,0.805971,46
Q,0.12291,0.805971,70
R,0.12291,0.805971,27
H,0.12292,0.805927,77
M,0.12292,0.805927,45
Q,0.12292,0.805927,71
R,0.12292,0.805927,31
H,0.12293,0.805548,77
M,0.12293,0.805548,47
Q,0.12293,0.805548,148
R,0.12293,0.805548,31
H,0.12294,0.806011,81
M,0.12294,0.806011,44
Q,0.12294,0.806011,67
R,0.12294,0.806011,28
H,0.12295,0.805772,87
M,0.12295,0.805772,45
Q,0.12295,0.805772,66
R,0.12295,0.805772,28
H,0.12296,0.805967,85
M,0.12296,0.805967,53
Q,0.12296,0.805967,75
R,0.12296,0.805967,32
H,0.12297,0.805707,84
M,0.12297,0.805707,45
Q,0.12297,0.805707,64
R,0.12297,0.805707,27
H,0.12298,0.805591,92
M,0.12298,0.805591,43
Q,0.12298,0.805591,65
R,0.12298,0.805591,30
H,0.12299,0.805725,86
M,0.12299,0.805725,46
Q,0.12299,0.805725,63
R,0.12299,0.805725,27
H,0.12300,0.805915,73
M,0.12300,0.805915,43
Q,0.12300,0.805915,64
R,0.12300,0.805915,29
H,0.12301,0.805958,73
M,0.12301,0.805958,45
Q,0.12301,0.805958,70
R,0.12301,0.805958,29
H,0.12302,0.805823,73
M,0.12302,0.805823,47
Q,0.12302,0.805823,74
R,0.12302,0.805823,27
H,0.12303,0.805453,80
M,0.12303,0.805453,42
Q,0.12303,0.805453,66
R,0.12303,0.805453,27
H,0.12304,0.805451,76
M,0.12304,0.805451,43
Q,0.12304,0.805451,67
R,0.12304,0.805451,29
H,0.12305,0.805707,78
M,0.12305,0.805707,44
Q,0.12305,0.805707,75
R,0.12305,0.805707,27
H,0.12306,0.805740,72
M,0.12306,0.805740,41
Q,0.12306,0.805740,65
R,0.12306,0.805740,30
H,0.12307,0.805782,72
M,0.12307,0.805782,42
Q,0.12307,0.805782,63
R,0.12307,0.805782,27
H,0.12308,0.805933,81
M,0.12308,0.805933,47
Q,0.12308,0.805933,62
R,0.12308,0.805933,28
H,0.12309,0.805672,78
M,0.12309,0.805672,42
Q,0.12309,0.805672,73
R,0.12309,0.805672,27
H,0.12310,0.805461,83
M,0.12310,0.805461,43
Q,0.12310,0.805461,63
R,0.12310,0.805461,28
H,0.12311,0.805522,74
M,0.12311,0.805522,48
Q,0.12311,0.805522,62
R,0.12311,0.805522,27
H,0.12312,0.805493,73
M,0.12312,0.805493,41
Q,0.12312,0.805493,66
R,0.12312,0.805493,27
H,0.12313,0.806147,82
M,0.12313,0.806147,42
Q,0.12313,0.806147,67
R,0.12313,0.806147,29
H,0.12314,0.805580,73
M,0.12314,0.805580,47
Q,0.12314,0.805580,71
R,0.12314,0.805580,27
H,0.12315,0.805190,76
M,0.12315,0.805190,41
Q,0.12315,0.805190,66
R,0.12315,0.805190,30
H,0.12316,0.805518,75
M,0.12316,0.805518,42
Q,0.12316,0.805518,62
R,0.12316,0.805518,29
H,0.12317,0.805489,76
M,0.12317,0.805489,46
Q,0.12317,0.805489,62
R,0.12317,0.805489,28
H,0.12318,0.805374,77
M,0.12318,0.805374,42
Q,0.12318,0.805374,63
R,0.12318,0.805374,27
H,0.12319,0.805730,78
M,0.12319,0.805730,43
Q,0.12319,0.805730,70
R,0.12319,0.805730,27
H,0.12320,0.805520,74
M,0.12320,0.805520,47
Q,0.12320,0.805520,71
R,0.12320,0.805520,27
H,0.12321,0.805099,73
M,0.12321,0.805099,43
Q,0.12321,0.805099,63
R,0.12321,0.805099,28
H,0.12322,0.805684,74
M,0.12322,0.805684,41
Q,0.12322,0.805684,65
R,0.12322,0.805684,28
H,0.12323,0.805528,73
M,0.12323,0.805528,46
Q,0.12323,0.805528,72
R,0.12323,0.805528,28
H,0.12324,0.805555,75
M,0.12324,0.805555,42
Q,0.12324,0.805555,72
R,0.12324,0.805555,28
H,0.12325,0.805626,79
M,0.12325,0.805626,41
Q,0.12325,0.805626,69
R,0.12325,0.805626,27
H,0.12326,0.805211,82
M,0.12326,0.805211,51
Q,0.12326,0.805211,63
R,0.12326,0.805211,27
H,0.12327,0.805079,73
M,0.12327,0.805079,44
Q,0.12327,0.805079,72
R,0.12327,0.805079,27
H,0.12328,0.805344,72
M,0.12328,0.805344,43
Q,0.12328,0.805344,65
R,0.12328,0.805344,28
H,0.12329,0.805171,74
M,0.12329,0.805171,45
Q,0.12329,0.805171,66
R,0.12329,0.805171,29
H,0.12330,0.805246,77
M,0.12330,0.805246,42
Q,0.12330,0.805246,65
R,0.12330,0.805246,29
H,0.12331,0.805117,75
M,0.12331,0.805117,44
Q,0.12331,0.805117,64
R,0.12331,0.805117,29
H,0.12332,0.805343,75
M,0.12332,0.805343,45
Q,0.12332,0.805343,62
R,0.12332,0.805343,27
H,0.12333,0.805080,77
M,0.12333,0.805080,43
Q,0.12333,0.805080,63
R,0.12333,0.805080,28
H,0.12334,0.805330,76
M,0.12334,0.805330,44
Q,0.12334,0.805330,63
R,0.12334,0.805330,27
H,0.12335,0.805131,74
M,0.12335,0.805131,55
Q,0.12335,0.805131,136
R,0.12335,0.805131,48
H,0.12336,0.805317,81
M,0.12336,0.805317,42
Q,0.12336,0.805317,65
R,0.12336,0.805317,30
H,0.12337,0.805188,72
M,0.12337,0.805188,44
Q,0.12337,0.805188,62
R,0.12337,0.805188,29
H,0.12338,0.805371,80
M,0.12338,0.805371,45
Q,0.12338,0.805371,63
R,0.12338,0.805371,27
H,0.12339,0.804948,79
M,0.12339,0.804948,43
Q,0.12339,0.804948,63
R,0.12339,0.804948,27
H,0.12340,0.805062,74
M,0.12340,0.805062,45
Q,0.12340,0.805062,63
R,0.12340,0.805062,28
H,0.12341,0.805067,72
M,0.12341,0.805067,45
Q,0.12341,0.805067,66
R,0.12341,0.805067,27
H,0.12342,0.805342,74
M,0.12342,0.805342,42
Q,0.12342,0.805342,74
R,0.12342,0.805342,29
H,0.12343,0.805347,73
M,0.12343,0.805347,42
Q,0.12343,0.805347,61
R,0.12343,0.805347,30
H,0.12344,0.805025,76
M,0.12344,0.805025,45
Q,0.12344,0.805025,62
R,0.12344,0.805025,27
H,0.12345,0.805126,79
M,0.12345,0.805126,42
Q,0.12345,0.805126,64
R,0.12345,0.805126,27
H,0.12346,0.805069,78
M,0.12346,0.805069,44
Q,0.12346,0.805069,64
R,0.12346,0.805069,28
H,0.12347,0.805136,80
M,0.12347,0.805136,50
Q,0.12347,0.805136,71
R,0.12347,0.805136,27
H,0.12348,0.804959,73
M,0.12348,0.804959,44
Q,0.12348,0.804959,72
R,0.12348,0.804959,27
H,0.12349,0.805255,72
M,0.12349,0.805255,42
Q,0.12349,0.805255,63
R,0.12349,0.805255,29
H,0.12350,0.805148,73
M,0.12350,0.805148,45
Q,0.12350,0.805148,65
R,0.12350,0.805148,33
H,0.12351,0.805258,75
M,0.12351,0.805258,42
Q,0.12351,0.805258,65
R,0.12351,0.805258,31
H,0.12352,0.804957,75
M,0.12352,0.804957,42
Q,0.12352,0.804957,67
R,0.12352,0.804957,29
H,0.12353,0.805263,74
M,0.12353,0.805263,44
Q,0.12353,0.805263,76
R,0.12353,0.805263,28
H,0.12354,0.805441,73
M,0.12354,0.805441,42
Q,0.12354,0.805441,64
R,0.12354,0.805441,29
H,0.12355,0.805005,75
M,0.12355,0.805005,43
Q,0.12355,0.805005,63
R,0.12355,0.805005,31
H,0.12356,0.804912,78
M,0.12356,0.804912,46
Q,0.12356,0.804912,63
R,0.12356,0.804912,28
H,0.12357,0.804896,82
M,0.12357,0.804896,42
Q,0.12357,0.804896,63
R,0.12357,0.804896,27
H,0.12358,0.804520,76
M,0.12358,0.804520,45
Q,0.12358,0.804520,66
R,0.12358,0.804520,28
H,0.12359,0.804969,72
M,0.12359,0.804969,46
Q,0.12359,0.804969,66
R,0.12359,0.804969,30
H,0.12360,0.804968,72
M,0.12360,0.804968,42
Q,0.12360,0.804968,76
R,0.12360,0.804968,28
H,0.12361,0.804788,81
M,0.12361,0.804788,43
Q,0.12361,0.804788,65
R,0.12361,0.804788,31
H,0.12362,0.804810,73
M,0.12362,0.804810,45
Q,0.12362,0.804810,66
R,0.12362,0.804810,32
H,0.12363,0.804880,77
M,0.12363,0.804880,43
Q,0.12363,0.804880,69
R,0.12363,0.804880,31
H,0.12364,0.805050,74
M,0.12364,0.805050,42
Q,0.12364,0.805050,75
R,0.12364,0.805050,32
H,0.12365,0.804807,92
M,0.12365,0.804807,47
Q,0.12365,0.804807,67
R,0.12365,0.804807,29
H,0.12366,0.805428,73
M,0.12366,0.805428,44
Q,0.12366,0.805428,66
R,0.12366,0.805428,31
H,0.12367,0.804766,82
M,0.12367,0.804766,41
Q,0.12367,0.804766,74
R,0.12367,0.804766,29
H,0.12368,0.804867,83
M,0.12368,0.804867,48
Q,0.12368,0.804867,64
R,0.12368,0.804867,27
H,0.12369,0.804995,83
M,0.12369,0.804995,42
Q,0.12369,0.804995,62
R,0.12369,0.804995,27
H,0.12370,0.805183,78
M,0.12370,0.805183,47
Q,0.12370,0.805183,61
R,0.12370,0.805183,27
H,0.12371,0.804752,72
M,0.12371,0.804752,49
Q,0.12371,0.804752,74
R,0.12371,0.804752,26
H,0.12372,0.805046,80
M,0.12372,0.805046,43
Q,0.12372,0.805046,69
R,0.12372,0.805046,27
H,0.12373,0.804716,73
M,0.12373,0.804716,43
Q,0.12373,0.804716,64
R,0.12373,0.804716,29
H,0.12374,0.804678,77
M,0.12374,0.804678,47
Q,0.12374,0.804678,67
R,0.12374,0.804678,30
H,0.12375,0.805071,79
M,0.12375,0.805071,45
Q,0.12375,0.805071,72
R,0.12375,0.805071,30
H,0.12376,0.804870,81
M,0.12376,0.804870,46
Q,0.12376,0.804870,70
R,0.12376,0.804870,33
H,0.12377,0.804870,79
M,0.12377,0.804870,48
Q,0.12377,0.804870,67
R,0.12377,0.804870,29
H,0.12378,0.804712,80
M,0.12378,0.804712,45
Q,0.12378,0.804712,66
R,0.12378,0.804712,31
H,0.12379,0.804845,81
M,0.12379,0.804845,44
Q,0.12379,0.804845,65
R,0.12379,0.804845,28
H,0.12380,0.804775,73
M,0.12380,0.804775,47
Q,0.12380,0.804775,68
R,0.12380,0.804775,33
H,0.12381,0.804738,77
M,0.12381,0.804738,44
Q,0.12381,0.804738,68
R,0.12381,0.804738,28
H,0.12382,0.804774,75
M,0.12382,0.804774,42
Q,0.12382,0.804774,68
R,0.12382,0.804774,30
H,0.12383,0.804661,80
M,0.12383,0.804661,47
Q,0.12383,0.804661,66
R,0.12383,0.804661,29
H,0.12384,0.804643,75
M,0.12384,0.804643,42
Q,0.12384,0.804643,72
R,0.12384,0.804643,30
H,0.12385,0.804877,80
M,0.12385,0.804877,44
Q,0.12385,0.804877,65
R,0.12385,0.804877,29
H,0.12386,0.804589,79
M,0.12386,0.804589,44
Q,0.12386,0.804589,73
R,0.12386,0.804589,29
H,0.12387,0.804368,84
M,0.12387,0.804368,44
Q,0.12387,0.804368,100
R,0.12387,0.804368,36
H,0.12388,0.804410,126
M,0.12388,0.804410,61
Q,0.12388,0.804410,82
R,0.12388,0.804410,29
H,0.12389,0.804550,85
M,0.12389,0.804550,49
Q,0.12389,0.804550,71
R,0.12389,0.804550,34
H,0.12390,0.804769,107
M,0.12390,0.804769,48
Q,0.12390,0.804769,91
R,0.12390,0.804769,35
H,0.12391,0.804771,113
M,0.12391,0.804771,72
Q,0.12391,0.804771,90
R,0.12391,0.804771,38
H,0.12392,0.804626,85
M,0.12392,0.804626,59
Q,0.12392,0.804626,76
R,0.12392,0.804626,29
H,0.12393,0.804475,78
M,0.12393,0.804475,50
Q,0.12393,0.804475,65
R,0.12393,0.804475,27
H,0.12394,0.804263,85
M,0.12394,0.804263,44
Q,0.12394,0.804263,62
R,0.12394,0.804263,27
H,0.12395,0.804743,76
M,0.12395,0.804743,56
Q,0.12395,0.804743,67
R,0.12395,0.804743,28
H,0.12396,0.804760,74
M,0.12396,0.804760,46
Q,0.12396,0.804760,74
R,0.12396,0.804760,27
H,0.12397,0.804593,73
M,0.12397,0.804593,43
Q,0.12397,0.804593,68
R,0.12397,0.804593,28
H,0.12398,0.804509,75
M,0.12398,0.804509,44
Q,0.12398,0.804509,67
R,0.12398,0.804509,29
H,0.12399,0.804560,76
M,0.12399,0.804560,43
Q,0.12399,0.804560,67
R,0.12399,0.804560,32
H,0.12400,0.804670,84
M,0.12400,0.804670,42
Q,0.12400,0.804670,75
R,0.12400,0.804670,31
H,0.12401,0.804424,76
M,0.12401,0.804424,44
Q,0.12401,0.804424,71
R,0.12401,0.804424,29
H,0.12402,0.804170,77
M,0.12402,0.804170,43
Q,0.12402,0.804170,68
R,0.12402,0.804170,30
H,0.12403,0.804423,74
M,0.12403,0.804423,42
Q,0.12403,0.804423,69
R,0.12403,0.804423,28
H,0.12404,0.804391,80
M,0.12404,0.804391,46
Q,0.12404,0.804391,64
R,0.12404,0.804391,32
H,0.12405,0.804377,75
M,0.12405,0.804377,42
Q,0.12405,0.804377,74
R,0.12405,0.804377,29
H,0.12406,0.804387,74
M,0.12406,0.804387,42
Q,0.12406,0.804387,67
R,0.12406,0.804387,29
H,0.12407,0.803909,79
M,0.12407,0.803909,-60
Q,0.12407,0.803909,75
R,0.12407,0.803909,27
H,0.12408,0.804218,92
M,0.12408,0.804218,54
Q,0.12408,0.804218,69
R,0.12408,0.804218,38
H,0.12409,0.804009,85
M,0.12409,0.804009,44
Q,0.12409,0.804009,72
R,0.12409,0.804009,31
H,0.12410,0.804461,78
M,0.12410,0.804461,44
Q,0.12410,0.804461,71
R,0.12410,0.804461,29
H,0.12411,0.804280,77
M,0.12411,0.804280,42
Q,0.12411,0.804280,64
R,0.12411,0.804280,41
H,0.12412,0.804522,132
M,0.12412,0.804522,53
Q,0.12412,0.804522,70
R,0.12412,0.804522,32
H,0.12413,0.804243,125
M,0.12413,0.804243,68
Q,0.12413,0.804243,78
R,0.12413,0.804243,28
H,0.12414,0.804258,89
M,0.12414,0.804258,46
Q,0.12414,0.804258,77
R,0.12414,0.804258,42
H,0.12415,0.804234,74
M,0.12415,0.804234,41
Q,0.12415,0.804234,71
R,0.12415,0.804234,29
H,0.12416,0.804727,74
M,0.12416,0.804727,47
Q,0.12416,0.804727,70
R,0.12416,0.804727,29
H,0.12417,0.803882,82
M,0.12417,0.803882,46
Q,0.12417,0.803882,66
R,0.12417,0.803882,31
H,0.12418,0.804203,87
M,0.12418,0.804203,46
Q,0.12418,0.804203,66
R,0.12418,0.804203,31
H,0.12419,0.804446,84
M,0.12419,0.804446,48
Q,0.12419,0.804446,66
R,0.12419,0.804446,36
H,0.12420,0.804266,96
M,0.12420,0.804266,43
Q,0.12420,0.804266,75
R,0.12420,0.804266,28
H,0.12421,0.804226,74
M,0.12421,0.804226,41
Q,0.12421,0.804226,62
R,0.12421,0.804226,30
H,0.12422,0.804267,80
M,0.12422,0.804267,45
Q,0.12422,0.804267,62
R,0.12422,0.804267,30
H,0.12423,0.804107,88
M,0.12423,0.804107,46
Q,0.12423,0.804107,63
R,0.12423,0.804107,27
H,0.12424,0.804326,77
M,0.12424,0.804326,44
Q,0.12424,0.804326,63
R,0.12424,0.804326,28
H,0.12425,0.804104,81
M,0.12425,0.804104,46
Q,0.12425,0.804104,65
R,0.12425,0.804104,27
H,0.12426,0.804132,87
M,0.12426,0.804132,45
Q,0.12426,0.804132,63
R,0.12426,0.804132,27
H,0.12427,0.804089,83
M,0.12427,0.804089,42
Q,0.12427,0.804089,63
R,0.12427,0.804089,28
H,0.12428,0.804242,82
M,0.12428,0.804242,50
Q,0.12428,0.804242,69
R,0.12428,0.804242,27
H,0.12429,0.804241,83
M,0.12429,0.804241,44
Q,0.12429,0.804241,66
R,0.12429,0.804241,28
H,0.12430,0.804412,86
M,0.12430,0.804412,47
Q,0.12430,0.804412,63
R,0.12430,0.804412,28
H,0.12431,0.804149,85
M,0.12431,0.804149,44
Q,0.12431,0.804149,77
R,0.12431,0.804149,28
H,0.12432,0.803773,84
M,0.12432,0.803773,48
Q,0.12432,0.803773,63
R,0.12432,0.803773,27
H,0.12433,0.804015,86
M,0.12433,0.804015,42
Q,0.12433,0.804015,64
R,0.12433,0.804015,28
H,0.12434,0.804137,82
M,0.12434,0.804137,46
Q,0.12434,0.804137,67
R,0.12434,0.804137,27
H,0.12435,0.804239,76
M,0.12435,0.804239,44
Q,0.12435,0.804239,70
R,0.12435,0.804239,27
H,0.12436,0.804059,80
M,0.12436,0.804059,44
Q,0.12436,0.804059,72
R,0.12436,0.804059,28
H,0.12437,0.804174,83
M,0.12437,0.804174,47
Q,0.12437,0.804174,64
R,0.12437,0.804174,28
H,0.12438,0.804032,78
