Algorithm,swapRate,ReverseSortedRatio,ExecutionTime
R,0.05734,0.897381,28
H,0.05735,0.897436,66
M,0.05735,0.897436,36
Q,0.05735,0.897436,60
R,0.05735,0.897436,27
H,0.05736,0.897574,64
M,0.05736,0.897574,34
Q,0.05736,0.897574,53
R,0.05736,0.897574,28
H,0.05737,0.897569,64
M,0.05737,0.897569,33
Q,0.05737,0.897569,53
R,0.05737,0.897569,29
H,0.05738,0.897409,64
M,0.05738,0.897409,37
Q,0.05738,0.897409,55
R,0.05738,0.897409,27
H,0.05739,0.897414,67
M,0.05739,0.897414,34
Q,0.05739,0.897414,54
R,0.05739,0.897414,27
H,0.05740,0.897408,64
M,0.05740,0.897408,33
Q,0.05740,0.897408,56
R,0.05740,0.897408,27
H,0.05741,0.897610,63
M,0.05741,0.897610,36
Q,0.05741,0.897610,55
R,0.05741,0.897610,27
H,0.05742,0.897340,71
M,0.05742,0.897340,33
Q,0.05742,0.897340,53
R,0.05742,0.897340,27
H,0.05743,0.897376,65
M,0.05743,0.897376,34
Q,0.05743,0.897376,62
R,0.05743,0.897376,27
H,0.05744,0.897204,66
M,0.05744,0.897204,36
Q,0.05744,0.897204,55
R,0.05744,0.897204,27
H,0.05745,0.897335,64
M,0.05745,0.897335,34
Q,0.05745,0.897335,55
R,0.05745,0.897335,26
H,0.05746,0.897286,63
M,0.05746,0.897286,33
Q,0.05746,0.897286,61
R,0.05746,0.897286,27
H,0.05747,0.897349,65
M,0.05747,0.897349,54
Q,0.05747,0.897349,77
R,0.05747,0.897349,27
H,0.05748,0.897325,66
M,0.05748,0.897325,35
Q,0.05748,0.897325,54
R,0.05748,0.897325,27
H,0.05749,0.897300,69
M,0.05749,0.897300,33
Q,0.05749,0.897300,57
R,0.05749,0.897300,28
H,0.05750,0.897189,63
M,0.05750,0.897189,38
Q,0.05750,0.897189,54
R,0.05750,0.897189,26
H,0.05751,0.897359,67
M,0.05751,0.897359,33
Q,0.05751,0.897359,55
R,0.05751,0.897359,26
H,0.05752,0.897094,64
M,0.05752,0.897094,34
Q,0.05752,0.897094,53
R,0.05752,0.897094,27
H,0.05753,0.897313,68
M,0.05753,0.897313,36
Q,0.05753,0.897313,57
R,0.05753,0.897313,26
H,0.05754,0.897156,67
M,0.05754,0.897156,34
Q,0.05754,0.897156,62
R,0.05754,0.897156,28
H,0.05755,0.897025,71
M,0.05755,0.897025,35
Q,0.05755,0.897025,56
R,0.05755,0.897025,29
H,0.05756,0.897319,69
M,0.05756,0.897319,43
Q,0.05756,0.897319,59
R,0.05756,0.897319,29
H,0.05757,0.896998,68
M,0.05757,0.896998,33
Q,0.05757,0.896998,54
R,0.05757,0.896998,26
H,0.05758,0.897178,64
M,0.05758,0.897178,35
Q,0.05758,0.897178,60
R,0.05758,0.897178,26
H,0.05759,0.897149,64
M,0.05759,0.897149,36
Q,0.05759,0.897149,55
R,0.05759,0.897149,27
H,0.05760,0.897011,64
M,0.05760,0.897011,34
Q,0.05760,0.897011,54
R,0.05760,0.897011,27
H,0.05761,0.897125,65
M,0.05761,0.897125,34
Q,0.05761,0.897125,56
R,0.05761,0.897125,26
H,0.05762,0.897211,63
M,0.05762,0.897211,36
Q,0.05762,0.897211,64
R,0.05762,0.897211,27
H,0.05763,0.896938,72
M,0.05763,0.896938,35
Q,0.05763,0.896938,57
R,0.05763,0.896938,26
H,0.05764,0.896964,68
M,0.05764,0.896964,34
Q,0.05764,0.896964,54
R,0.05764,0.896964,26
H,0.05765,0.897086,65
M,0.05765,0.897086,37
Q,0.05765,0.897086,54
R,0.05765,0.897086,27
H,0.05766,0.896929,66
M,0.05766,0.896929,34
Q,0.05766,0.896929,59
R,0.05766,0.896929,30
H,0.05767,0.896995,69
M,0.05767,0.896995,33
Q,0.05767,0.896995,61
R,0.05767,0.896995,27
H,0.05768,0.896775,67
M,0.05768,0.896775,40
Q,0.05768,0.896775,56
R,0.05768,0.896775,27
H,0.05769,0.897181,65
M,0.05769,0.897181,34
Q,0.05769,0.897181,61
R,0.05769,0.897181,27
H,0.05770,0.896916,62
M,0.05770,0.896916,36
Q,0.05770,0.896916,62
R,0.05770,0.896916,33
H,0.05771,0.896919,128
M,0.05771,0.896919,42
Q,0.05771,0.896919,63
R,0.05771,0.896919,27
H,0.05772,0.897040,72
M,0.05772,0.897040,34
Q,0.05772,0.897040,59
R,0.05772,0.897040,27
H,0.05773,0.897006,68
M,0.05773,0.897006,36
Q,0.05773,0.897006,57
R,0.05773,0.897006,28
H,0.05774,0.896943,68
M,0.05774,0.896943,39
Q,0.05774,0.896943,57
R,0.05774,0.896943,27
H,0.05775,0.897038,70
M,0.05775,0.897038,34
Q,0.05775,0.897038,63
R,0.05775,0.897038,31
H,0.05776,0.896849,63
M,0.05776,0.896849,34
Q,0.05776,0.896849,59
R,0.05776,0.896849,28
H,0.05777,0.896910,67
M,0.05777,0.896910,40
Q,0.05777,0.896910,55
R,0.05777,0.896910,27
H,0.05778,0.896765,64
M,0.05778,0.896765,34
Q,0.05778,0.896765,53
R,0.05778,0.896765,27
H,0.05779,0.896793,62
M,0.05779,0.896793,35
Q,0.05779,0.896793,63
R,0.05779,0.896793,28
H,0.05780,0.896811,67
M,0.05780,0.896811,39
Q,0.05780,0.896811,57
R,0.05780,0.896811,28
H,0.05781,0.896758,68
M,0.05781,0.896758,34
Q,0.05781,0.896758,53
R,0.05781,0.896758,27
H,0.05782,0.896741,66
M,0.05782,0.896741,34
Q,0.05782,0.896741,60
R,0.05782,0.896741,28
H,0.05783,0.896602,72
M,0.05783,0.896602,39
Q,0.05783,0.896602,56
R,0.05783,0.896602,28
H,0.05784,0.896650,65
M,0.05784,0.896650,36
Q,0.05784,0.896650,57
R,0.05784,0.896650,26
H,0.05785,0.896537,62
M,0.05785,0.896537,35
Q,0.05785,0.896537,57
R,0.05785,0.896537,28
H,0.05786,0.896694,73
M,0.05786,0.896694,38
Q,0.05786,0.896694,59
R,0.05786,0.896694,28
H,0.05787,0.896544,70
M,0.05787,0.896544,34
Q,0.05787,0.896544,55
R,0.05787,0.896544,27
H,0.05788,0.896526,63
M,0.05788,0.896526,33
Q,0.05788,0.896526,53
R,0.05788,0.896526,26
H,0.05789,0.896514,68
M,0.05789,0.896514,36
Q,0.05789,0.896514,54
R,0.05789,0.896514,27
H,0.05790,0.896399,66
M,0.05790,0.896399,35
Q,0.05790,0.896399,56
R,0.05790,0.896399,27
H,0.05791,0.896689,65
M,0.05791,0.896689,33
Q,0.05791,0.896689,54
R,0.05791,0.896689,27
H,0.05792,0.896654,67
M,0.05792,0.896654,37
Q,0.05792,0.896654,55
R,0.05792,0.896654,28
H,0.05793,0.896576,63
M,0.05793,0.896576,34
Q,0.05793,0.896576,53
R,0.05793,0.896576,28
H,0.05794,0.896637,67
M,0.05794,0.896637,37
Q,0.05794,0.896637,66
R,0.05794,0.896637,28
H,0.05795,0.896747,66
M,0.05795,0.896747,39
Q,0.05795,0.896747,54
R,0.05795,0.896747,26
H,0.05796,0.896510,64
M,0.05796,0.896510,36
Q,0.05796,0.896510,56
R,0.05796,0.896510,28
H,0.05797,0.896377,66
M,0.05797,0.896377,33
Q,0.05797,0.896377,53
R,0.05797,0.896377,29
H,0.05798,0.896568,66
M,0.05798,0.896568,38
Q,0.05798,0.896568,56
R,0.05798,0.896568,28
H,0.05799,0.896541,71
M,0.05799,0.896541,33
Q,0.05799,0.896541,53
R,0.05799,0.896541,27
H,0.05800,0.896337,78
M,0.05800,0.896337,66
Q,0.05800,0.896337,82
R,0.05800,0.896337,42
H,0.05801,0.896524,75
M,0.05801,0.896524,44
Q,0.05801,0.896524,79
R,0.05801,0.896524,29
H,0.05802,0.896350,82
M,0.05802,0.896350,37
Q,0.05802,0.896350,59
R,0.05802,0.896350,29
H,0.05803,0.896336,77
M,0.05803,0.896336,42
Q,0.05803,0.896336,67
R,0.05803,0.896336,30
H,0.05804,0.896516,71
M,0.05804,0.896516,38
Q,0.05804,0.896516,55
R,0.05804,0.896516,27
H,0.05805,0.896393,67
M,0.05805,0.896393,36
Q,0.05805,0.896393,56
R,0.05805,0.896393,28
H,0.05806,0.896487,68
M,0.05806,0.896487,35
Q,0.05806,0.896487,62
R,0.05806,0.896487,27
H,0.05807,0.896381,68
M,0.05807,0.896381,37
Q,0.05807,0.896381,60
R,0.05807,0.896381,27
H,0.05808,0.896155,67
M,0.05808,0.896155,34
Q,0.05808,0.896155,60
R,0.05808,0.896155,27
H,0.05809,0.896285,67
M,0.05809,0.896285,34
Q,0.05809,0.896285,57
R,0.05809,0.896285,28
H,0.05810,0.896345,63
M,0.05810,0.896345,36
Q,0.05810,0.896345,54
R,0.05810,0.896345,27
H,0.05811,0.896290,65
M,0.05811,0.896290,34
Q,0.05811,0.896290,55
R,0.05811,0.896290,26
H,0.05812,0.896306,64
M,0.05812,0.896306,36
Q,0.05812,0.896306,56
R,0.05812,0.896306,28
H,0.05813,0.896274,65
M,0.05813,0.896274,38
Q,0.05813,0.896274,54
R,0.05813,0.896274,26
H,0.05814,0.896269,63
M,0.05814,0.896269,34
Q,0.05814,0.896269,53
R,0.05814,0.896269,28
H,0.05815,0.896175,66
M,0.05815,0.896175,34
Q,0.05815,0.896175,58
R,0.05815,0.896175,28
H,0.05816,0.896054,67
M,0.05816,0.896054,38
Q,0.05816,0.896054,55
R,0.05816,0.896054,28
H,0.05817,0.896307,69
M,0.05817,0.896307,36
Q,0.05817,0.896307,59
R,0.05817,0.896307,28
H,0.05818,0.896232,66
M,0.05818,0.896232,35
Q,0.05818,0.896232,60
R,0.05818,0.896232,30
H,0.05819,0.896245,67
M,0.05819,0.896245,38
Q,0.05819,0.896245,56
R,0.05819,0.896245,27
H,0.05820,0.896273,65
M,0.05820,0.896273,33
Q,0.05820,0.896273,59
R,0.05820,0.896273,27
H,0.05821,0.895959,67
M,0.05821,0.895959,42
Q,0.05821,0.895959,59
R,0.05821,0.895959,30
H,0.05822,0.896081,79
M,0.05822,0.896081,51
Q,0.05822,0.896081,60
R,0.05822,0.896081,38
H,0.05823,0.896015,69
M,0.05823,0.896015,37
Q,0.05823,0.896015,53
R,0.05823,0.896015,27
H,0.05824,0.896225,75
M,0.05824,0.896225,35
Q,0.05824,0.896225,55
R,0.05824,0.896225,27
H,0.05825,0.895993,68
M,0.05825,0.895993,39
Q,0.05825,0.895993,56
R,0.05825,0.895993,27
H,0.05826,0.895812,68
M,0.05826,0.895812,36
Q,0.05826,0.895812,55
R,0.05826,0.895812,28
H,0.05827,0.895989,66
M,0.05827,0.895989,36
Q,0.05827,0.895989,55
R,0.05827,0.895989,27
H,0.05828,0.895902,66
M,0.05828,0.895902,36
Q,0.05828,0.895902,54
R,0.05828,0.895902,27
H,0.05829,0.896045,67
M,0.05829,0.896045,35
Q,0.05829,0.896045,57
R,0.05829,0.896045,28
H,0.05830,0.896003,66
M,0.05830,0.896003,35
Q,0.05830,0.896003,67
R,0.05830,0.896003,29
H,0.05831,0.896104,67
M,0.05831,0.896104,37
Q,0.05831,0.896104,56
R,0.05831,0.896104,26
H,0.05832,0.895959,67
M,0.05832,0.895959,35
Q,0.05832,0.895959,52
R,0.05832,0.895959,27
H,0.05833,0.896069,70
M,0.05833,0.896069,37
Q,0.05833,0.896069,64
R,0.05833,0.896069,28
H,0.05834,0.895952,68
M,0.05834,0.895952,36
Q,0.05834,0.895952,58
R,0.05834,0.895952,30
H,0.05835,0.896066,64
M,0.05835,0.896066,34
Q,0.05835,0.896066,56
R,0.05835,0.896066,30
H,0.05836,0.895975,74
M,0.05836,0.895975,33
Q,0.05836,0.895975,60
R,0.05836,0.895975,27
H,0.05837,0.895790,64
M,0.05837,0.895790,36
Q,0.05837,0.895790,62
R,0.05837,0.895790,27
H,0.05838,0.895892,65
M,0.05838,0.895892,34
Q,0.05838,0.895892,59
R,0.05838,0.895892,31
H,0.05839,0.895889,67
M,0.05839,0.895889,35
Q,0.05839,0.895889,56
R,0.05839,0.895889,27
H,0.05840,0.895905,69
M,0.05840,0.895905,44
Q,0.05840,0.895905,68
R,0.05840,0.895905,26
H,0.05841,0.895773,66
M,0.05841,0.895773,34
Q,0.05841,0.895773,54
R,0.05841,0.895773,27
H,0.05842,0.895826,64
M,0.05842,0.895826,36
Q,0.05842,0.895826,57
R,0.05842,0.895826,28
H,0.05843,0.895754,71
M,0.05843,0.895754,37
Q,0.05843,0.895754,58
R,0.05843,0.895754,27
H,0.05844,0.895748,67
M,0.05844,0.895748,35
Q,0.05844,0.895748,56
R,0.05844,0.895748,30
H,0.05845,0.895766,70
M,0.05845,0.895766,35
Q,0.05845,0.895766,57
R,0.05845,0.895766,27
H,0.05846,0.895753,64
M,0.05846,0.895753,43
Q,0.05846,0.895753,64
R,0.05846,0.895753,29
H,0.05847,0.895747,68
M,0.05847,0.895747,38
Q,0.05847,0.895747,58
R,0.05847,0.895747,27
H,0.05848,0.895819,66
M,0.05848,0.895819,34
Q,0.05848,0.895819,57
R,0.05848,0.895819,30
H,0.05849,0.895674,69
M,0.05849,0.895674,37
Q,0.05849,0.895674,57
R,0.05849,0.895674,27
H,0.05850,0.895810,65
M,0.05850,0.895810,35
Q,0.05850,0.895810,55
R,0.05850,0.895810,29
H,0.05851,0.895646,74
M,0.05851,0.895646,38
Q,0.05851,0.895646,58
R,0.05851,0.895646,27
H,0.05852,0.895732,67
M,0.05852,0.895732,40
Q,0.05852,0.895732,56
R,0.05852,0.895732,28
H,0.05853,0.895522,65
M,0.05853,0.895522,35
Q,0.05853,0.895522,61
R,0.05853,0.895522,30
H,0.05854,0.895647,69
M,0.05854,0.895647,34
Q,0.05854,0.895647,59
R,0.05854,0.895647,29
H,0.05855,0.895659,68
M,0.05855,0.895659,37
Q,0.05855,0.895659,56
R,0.05855,0.895659,27
H,0.05856,0.895727,79
M,0.05856,0.895727,39
Q,0.05856,0.895727,55
R,0.05856,0.895727,27
H,0.05857,0.895461,73
M,0.05857,0.895461,36
Q,0.05857,0.895461,61
R,0.05857,0.895461,27
H,0.05858,0.895509,64
M,0.05858,0.895509,40
Q,0.05858,0.895509,61
R,0.05858,0.895509,26
H,0.05859,0.895577,66
M,0.05859,0.895577,35
Q,0.05859,0.895577,61
R,0.05859,0.895577,26
H,0.05860,0.895539,64
M,0.05860,0.895539,33
Q,0.05860,0.895539,58
R,0.05860,0.895539,31
H,0.05861,0.895421,64
M,0.05861,0.895421,37
Q,0.05861,0.895421,58
R,0.05861,0.895421,31
H,0.05862,0.895562,67
M,0.05862,0.895562,35
Q,0.05862,0.895562,53
R,0.05862,0.895562,26
H,0.05863,0.895424,72
M,0.05863,0.895424,39
Q,0.05863,0.895424,56
R,0.05863,0.895424,27
H,0.05864,0.895429,67
M,0.05864,0.895429,40
Q,0.05864,0.895429,62
R,0.05864,0.895429,27
H,0.05865,0.895488,67
M,0.05865,0.895488,37
Q,0.05865,0.895488,56
R,0.05865,0.895488,30
H,0.05866,0.895370,72
M,0.05866,0.895370,35
Q,0.05866,0.895370,54
R,0.05866,0.895370,28
H,0.05867,0.895315,70
M,0.05867,0.895315,40
Q,0.05867,0.895315,54
R,0.05867,0.895315,30
H,0.05868,0.895583,65
M,0.05868,0.895583,35
Q,0.05868,0.895583,61
R,0.05868,0.895583,28
H,0.05869,0.895498,71
M,0.05869,0.895498,37
Q,0.05869,0.895498,59
R,0.05869,0.895498,32
H,0.05870,0.895392,66
M,0.05870,0.895392,37
Q,0.05870,0.895392,55
R,0.05870,0.895392,27
H,0.05871,0.895328,66
M,0.05871,0.895328,33
Q,0.05871,0.895328,55
R,0.05871,0.895328,27
H,0.05872,0.895167,71
M,0.05872,0.895167,34
Q,0.05872,0.895167,56
R,0.05872,0.895167,26
H,0.05873,0.895312,68
M,0.05873,0.895312,40
Q,0.05873,0.895312,64
R,0.05873,0.895312,27
H,0.05874,0.895313,67
M,0.05874,0.895313,36
Q,0.05874,0.895313,55
R,0.05874,0.895313,28
H,0.05875,0.895336,65
M,0.05875,0.895336,35
Q,0.05875,0.895336,56
R,0.05875,0.895336,27
H,0.05876,0.895230,63
M,0.05876,0.895230,36
Q,0.05876,0.895230,54
R,0.05876,0.895230,28
H,0.05877,0.895327,69
M,0.05877,0.895327,35
Q,0.05877,0.895327,54
R,0.05877,0.895327,27
H,0.05878,0.895248,69
M,0.05878,0.895248,38
Q,0.05878,0.895248,60
R,0.05878,0.895248,27
H,0.05879,0.895196,65
M,0.05879,0.895196,40
Q,0.05879,0.895196,53
R,0.05879,0.895196,28
H,0.05880,0.895302,63
M,0.05880,0.895302,34
Q,0.05880,0.895302,59
R,0.05880,0.895302,30
H,0.05881,0.895282,66
M,0.05881,0.895282,34
Q,0.05881,0.895282,56
R,0.05881,0.895282,28
H,0.05882,0.895312,66
M,0.05882,0.895312,36
Q,0.05882,0.895312,64
R,0.05882,0.895312,28
H,0.05883,0.895071,72
M,0.05883,0.895071,34
Q,0.05883,0.895071,53
R,0.05883,0.895071,27
H,0.05884,0.895028,70
M,0.05884,0.895028,34
Q,0.05884,0.895028,59
R,0.05884,0.895028,26
H,0.05885,0.895045,67
M,0.05885,0.895045,40
Q,0.05885,0.895045,54
R,0.05885,0.895045,27
H,0.05886,0.895121,64
M,0.05886,0.895121,34
Q,0.05886,0.895121,59
R,0.05886,0.895121,30
H,0.05887,0.895043,74
M,0.05887,0.895043,35
Q,0.05887,0.895043,57
R,0.05887,0.895043,28
H,0.05888,0.895266,63
M,0.05888,0.895266,38
Q,0.05888,0.895266,54
R,0.05888,0.895266,28
H,0.05889,0.895093,69
M,0.05889,0.895093,34
Q,0.05889,0.895093,58
R,0.05889,0.895093,27
H,0.05890,0.894935,70
M,0.05890,0.894935,35
Q,0.05890,0.894935,58
R,0.05890,0.894935,28
H,0.05891,0.895006,66
M,0.05891,0.895006,40
Q,0.05891,0.895006,56
R,0.05891,0.895006,26
H,0.05892,0.895164,67
M,0.05892,0.895164,37
Q,0.05892,0.895164,57
R,0.05892,0.895164,29
H,0.05893,0.895152,67
M,0.05893,0.895152,34
Q,0.05893,0.895152,56
R,0.05893,0.895152,28
H,0.05894,0.894855,65
M,0.05894,0.894855,37
Q,0.05894,0.894855,53
R,0.05894,0.894855,29
H,0.05895,0.895006,66
M,0.05895,0.895006,34
Q,0.05895,0.895006,56
R,0.05895,0.895006,29
H,0.05896,0.895020,80
M,0.05896,0.895020,36
Q,0.05896,0.895020,56
R,0.05896,0.895020,29
H,0.05897,0.894883,68
M,0.05897,0.894883,42
Q,0.05897,0.894883,56
R,0.05897,0.894883,29
H,0.05898,0.894864,67
M,0.05898,0.894864,35
Q,0.05898,0.894864,57
R,0.05898,0.894864,27
H,0.05899,0.894874,69
M,0.05899,0.894874,41
Q,0.05899,0.894874,59
R,0.05899,0.894874,29
H,0.05900,0.894872,66
M,0.05900,0.894872,38
Q,0.05900,0.894872,69
R,0.05900,0.894872,28
H,0.05901,0.894922,68
M,0.05901,0.894922,35
Q,0.05901,0.894922,58
R,0.05901,0.894922,31
H,0.05902,0.894964,72
M,0.05902,0.894964,35
Q,0.05902,0.894964,55
R,0.05902,0.894964,28
H,0.05903,0.894730,74
M,0.05903,0.894730,38
Q,0.05903,0.894730,56
R,0.05903,0.894730,28
H,0.05904,0.894815,72
M,0.05904,0.894815,35
Q,0.05904,0.894815,57
R,0.05904,0.894815,28
H,0.05905,0.894821,68
M,0.05905,0.894821,35
Q,0.05905,0.894821,58
R,0.05905,0.894821,27
H,0.05906,0.894750,62
M,0.05906,0.894750,43
Q,0.05906,0.894750,56
R,0.05906,0.894750,27
H,0.05907,0.894831,65
M,0.05907,0.894831,35
Q,0.05907,0.894831,56
R,0.05907,0.894831,30
H,0.05908,0.894647,67
M,0.05908,0.894647,34
Q,0.05908,0.894647,54
R,0.05908,0.894647,27
H,0.05909,0.894824,66
M,0.05909,0.894824,36
Q,0.05909,0.894824,59
R,0.05909,0.894824,27
H,0.05910,0.894730,67
M,0.05910,0.894730,38
Q,0.05910,0.894730,53
R,0.05910,0.894730,31
H,0.05911,0.894589,65
M,0.05911,0.894589,34
Q,0.05911,0.894589,65
R,0.05911,0.894589,29
H,0.05912,0.894701,65
M,0.05912,0.894701,40
Q,0.05912,0.894701,56
R,0.05912,0.894701,30
H,0.05913,0.894543,66
M,0.05913,0.894543,35
Q,0.05913,0.894543,62
R,0.05913,0.894543,31
H,0.05914,0.894595,70
M,0.05914,0.894595,34
Q,0.05914,0.894595,55
R,0.05914,0.894595,27
H,0.05915,0.894763,75
M,0.05915,0.894763,39
Q,0.05915,0.894763,55
R,0.05915,0.894763,27
H,0.05916,0.894701,71
M,0.05916,0.894701,33
Q,0.05916,0.894701,59
R,0.05916,0.894701,27
H,0.05917,0.894553,64
M,0.05917,0.894553,36
Q,0.05917,0.894553,67
R,0.05917,0.894553,34
H,0.05918,0.894636,82
M,0.05918,0.894636,48
Q,0.05918,0.894636,57
R,0.05918,0.894636,27
H,0.05919,0.894686,66
M,0.05919,0.894686,37
Q,0.05919,0.894686,59
R,0.05919,0.894686,28
H,0.05920,0.894533,69
M,0.05920,0.894533,36
Q,0.05920,0.894533,56
R,0.05920,0.894533,28
H,0.05921,0.894326,71
M,0.05921,0.894326,38
Q,0.05921,0.894326,60
R,0.05921,0.894326,28
H,0.05922,0.894584,68
M,0.05922,0.894584,35
Q,0.05922,0.894584,56
R,0.05922,0.894584,28
H,0.05923,0.894341,85
M,0.05923,0.894341,36
Q,0.05923,0.894341,61
R,0.05923,0.894341,28
H,0.05924,0.894583,64
M,0.05924,0.894583,36
Q,0.05924,0.894583,56
R,0.05924,0.894583,31
H,0.05925,0.894571,64
M,0.05925,0.894571,34
Q,0.05925,0.894571,58
R,0.05925,0.894571,30
H,0.05926,0.894632,65
M,0.05926,0.894632,34
Q,0.05926,0.894632,56
R,0.05926,0.894632,28
H,0.05927,0.894301,65
M,0.05927,0.894301,38
Q,0.05927,0.894301,57
R,0.05927,0.894301,28
H,0.05928,0.894448,79
M,0.05928,0.894448,34
Q,0.05928,0.894448,62
R,0.05928,0.894448,37
H,0.05929,0.894434,96
M,0.05929,0.894434,38
Q,0.05929,0.894434,67
R,0.05929,0.894434,27
H,0.05930,0.894480,68
M,0.05930,0.894480,41
Q,0.05930,0.894480,52
R,0.05930,0.894480,26
H,0.05931,0.894443,66
M,0.05931,0.894443,38
Q,0.05931,0.894443,59
R,0.05931,0.894443,32
H,0.05932,0.894399,65
M,0.05932,0.894399,34
Q,0.05932,0.894399,58
R,0.05932,0.894399,28
H,0.05933,0.894365,65
M,0.05933,0.894365,38
Q,0.05933,0.894365,59
R,0.05933,0.894365,27
H,0.05934,0.894445,71
M,0.05934,0.894445,34
Q,0.05934,0.894445,60
R,0.05934,0.894445,26
H,0.05935,0.894418,64
M,0.05935,0.894418,37
Q,0.05935,0.894418,61
R,0.05935,0.894418,27
H,0.05936,0.894418,66
M,0.05936,0.894418,35
Q,0.05936,0.894418,63
R,0.05936,0.894418,29
H,0.05937,0.894266,64
M,0.05937,0.894266,34
Q,0.05937,0.894266,59
R,0.05937,0.894266,28
H,0.05938,0.894277,69
M,0.05938,0.894277,35
Q,0.05938,0.894277,60
R,0.05938,0.894277,27
H,0.05939,0.894131,65
M,0.05939,0.894131,40
Q,0.05939,0.894131,59
R,0.05939,0.894131,26
H,0.05940,0.894309,64
M,0.05940,0.894309,35
Q,0.05940,0.894309,56
R,0.05940,0.894309,27
H,0.05941,0.894321,68
M,0.05941,0.894321,35
Q,0.05941,0.894321,61
R,0.05941,0.894321,31
H,0.05942,0.894229,70
M,0.05942,0.894229,37
Q,0.05942,0.894229,59
R,0.05942,0.894229,28
H,0.05943,0.894195,69
M,0.05943,0.894195,34
Q,0.05943,0.894195,98
R,0.05943,0.894195,41
H,0.05944,0.894207,77
M,0.05944,0.894207,34
Q,0.05944,0.894207,67
R,0.05944,0.894207,32
H,0.05945,0.894083,64
M,0.05945,0.894083,36
Q,0.05945,0.894083,58
R,0.05945,0.894083,32
H,0.05946,0.894150,68
M,0.05946,0.894150,33
Q,0.05946,0.894150,55
R,0.05946,0.894150,27
H,0.05947,0.894131,66
M,0.05947,0.894131,37
Q,0.05947,0.894131,60
R,0.05947,0.894131,28
H,0.05948,0.894165,80
M,0.05948,0.894165,44
Q,0.05948,0.894165,62
R,0.05948,0.894165,27
H,0.05949,0.893989,64
M,0.05949,0.893989,34
Q,0.05949,0.893989,60
R,0.05949,0.893989,27
H,0.05950,0.894073,64
M,0.05950,0.894073,34
Q,0.05950,0.894073,64
R,0.05950,0.894073,28
H,0.05951,0.894036,69
M,0.05951,0.894036,36
Q,0.05951,0.894036,55
R,0.05951,0.894036,26
H,0.05952,0.893865,72
M,0.05952,0.893865,35
Q,0.05952,0.893865,55
R,0.05952,0.893865,26
H,0.05953,0.894001,64
M,0.05953,0.894001,35
Q,0.05953,0.894001,61
R,0.05953,0.894001,27
H,0.05954,0.894186,65
M,0.05954,0.894186,36
Q,0.05954,0.894186,62
R,0.05954,0.894186,27
H,0.05955,0.894164,66
M,0.05955,0.894164,33
Q,0.05955,0.894164,53
R,0.05955,0.894164,26
H,0.05956,0.893826,73
M,0.05956,0.893826,34
Q,0.05956,0.893826,55
R,0.05956,0.893826,27
H,0.05957,0.893940,68
M,0.05957,0.893940,37
Q,0.05957,0.893940,53
R,0.05957,0.893940,27
H,0.05958,0.893996,66
M,0.05958,0.893996,37
Q,0.05958,0.893996,55
R,0.05958,0.893996,27
H,0.05959,0.893946,64
M,0.05959,0.893946,34
Q,0.05959,0.893946,63
R,0.05959,0.893946,27
H,0.05960,0.893869,65
M,0.05960,0.893869,37
Q,0.05960,0.893869,54
R,0.05960,0.893869,27
H,0.05961,0.893855,71
M,0.05961,0.893855,37
Q,0.05961,0.893855,55
R,0.05961,0.893855,26
H,0.05962,0.893852,71
M,0.05962,0.893852,33
Q,0.05962,0.893852,55
R,0.05962,0.893852,27
H,0.05963,0.893981,65
M,0.05963,0.893981,37
Q,0.05963,0.893981,61
R,0.05963,0.893981,28
H,0.05964,0.893889,69
M,0.05964,0.893889,33
Q,0.05964,0.893889,58
R,0.05964,0.893889,27
H,0.05965,0.893895,63
M,0.05965,0.893895,34
Q,0.05965,0.893895,56
R,0.05965,0.893895,28
H,0.05966,0.894034,68
M,0.05966,0.894034,37
Q,0.05966,0.894034,53
R,0.05966,0.894034,27
H,0.05967,0.893823,68
M,0.05967,0.893823,34
Q,0.05967,0.893823,54
R,0.05967,0.893823,26
H,0.05968,0.893933,64
M,0.05968,0.893933,34
Q,0.05968,0.893933,55
R,0.05968,0.893933,27
H,0.05969,0.893817,63
M,0.05969,0.893817,36
Q,0.05969,0.893817,56
R,0.05969,0.893817,27
H,0.05970,0.893876,68
M,0.05970,0.893876,34
Q,0.05970,0.893876,56
R,0.05970,0.893876,28
H,0.05971,0.893786,69
M,0.05971,0.893786,34
Q,0.05971,0.893786,53
R,0.05971,0.893786,26
H,0.05972,0.893795,84
M,0.05972,0.893795,39
Q,0.05972,0.893795,54
R,0.05972,0.893795,27
H,0.05973,0.893608,67
M,0.05973,0.893608,35
Q,0.05973,0.893608,57
R,0.05973,0.893608,29
H,0.05974,0.893800,67
M,0.05974,0.893800,36
Q,0.05974,0.893800,65
R,0.05974,0.893800,31
H,0.05975,0.893672,69
M,0.05975,0.893672,37
Q,0.05975,0.893672,58
R,0.05975,0.893672,31
H,0.05976,0.893737,73
M,0.05976,0.893737,37
Q,0.05976,0.893737,57
R,0.05976,0.893737,28
H,0.05977,0.893852,126
M,0.05977,0.893852,44
Q,0.05977,0.893852,79
R,0.05977,0.893852,32
H,0.05978,0.893783,75
M,0.05978,0.893783,41
Q,0.05978,0.893783,77
R,0.05978,0.893783,38
H,0.05979,0.893616,114
M,0.05979,0.893616,44
Q,0.05979,0.893616,73
